id,type,createdAt,post_text,linkedinUrl,author/name,author/linkedinUrl,author/info,repostId,processed_at
7481733406545080320,comment,2026-07-11T15:37:28.006Z,Ujjal K. Mazumder ,https://www.linkedin.com/feed/update/urn:li:activity:7481700244318113792?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7481700244318113792%2C7481733406545080320%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287481733406545080320%2Curn%3Ali%3Aactivity%3A7481700244318113792%29,,,,,2026-07-30 07:08:28
7482502754515603456,comment,2026-07-13T18:34:34.857Z,Interested  for facility management.,https://www.linkedin.com/feed/update/urn:li:activity:7481700244318113792?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7481700244318113792%2C7482502754515603456%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287482502754515603456%2Curn%3Ali%3Aactivity%3A7481700244318113792%29,,,,,2026-07-30 07:08:28
7481700244318113792,post,,"🚨 We're Hiring | Blue Collar Recruiter | Barbeque Nation Hospitality Ltd. 🚨

Are you passionate about recruitment and experienced in hiring frontline talent? Join Barbeque Nation Hospitality Ltd. and become a part of one of India's leading hospitality brands.

📍 Locations:
Jharkhand
Odisha
Guwahati (Assam)
West Bengal
Bihar
Chhattisgarh

💰 Salary: ₹30,000 – ₹45,000 per month (Based on experience)

Key Responsibilities:
✅ End-to-end blue-collar recruitment for restaurant operations
✅ Bulk hiring of Stewards, Kitchen Helpers, Housekeeping, Utility Staff, Commis, and other frontline roles.
✅ Sourcing through job portals, social media, local vendors, job fairs, and field recruitment
✅ Conduct screening and interview coordination
✅ Ensure timely closures as per business requirements
✅ Coordinate with outlet teams and hiring managers
✅ Maintain recruitment MIS and candidate database

Preferred Candidate Profile:
✔️ 2–5 years of recruitment experience (Hospitality, Retail, QSR, or Facility Management preferred)
✔️ Strong experience in bulk hiring and frontline recruitment
✔️ Good communication and stakeholder management skills
✔️ Willingness to travel across the assigned region
If you're looking to build your career with a fast-growing hospitality brand, we'd love to hear from you!

📩 Share your resume at: adarsh.p@barbequenation.com
                                           bitu.p@barbequenation.com

Please mention the preferred location in the subject line while applying.

#Hiring #Recruitment #BlueCollarHiring #HospitalityJobs #RestaurantHiring #BarbequeNation #TalentAcquisition #HRJobs #BulkHiring #RecruiterJobs #JharkhandJobs #OdishaJobs #WestBengalJobs #BiharJobs #ChhattisgarhJobs #GuwahatiJobs

Harsha Kumar Mishra Bitu Patra Jayanta Saha Baidyanath Mishra Jyoti M. Shahzeen Kapadia",https://www.linkedin.com/posts/adarsh-pandey-hr_hiring-recruitment-bluecollarhiring-activity-7481700244318113792-PH1h,Adarsh Pandey,https://www.linkedin.com/in/adarsh-pandey-hr?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACM4DAsB7sdl-4vYHOjDCHPXBeUbMC-_kBM,HR Professional || Barbeque Nation Hospitality Ltd.,,2026-07-30 07:08:28
7486031960159666177,post,,"📢 **Hiring: Customer Care Executive – Barbeque Nation**

🏢 **Company:** Barbeque Nation
📍 **Location:** Jayanagar, Bengaluru
💼 **Job Type:** Full-time | Work From Office
🚀 **Hiring:** Immediate | **10 Openings**

### ✅ Eligibility

• 10th Pass or above
• Freshers & Experienced candidates (0–5 Years)
• Age: 18–30 Years
• Fluent in **English & Hindi** (Mandatory)

### 💼 Key Responsibilities

• Handle inbound & outbound customer calls
• Convert inquiries into confirmed bookings & sales
• Resolve customer queries, concerns & objections
• Achieve daily targets while maintaining service quality

### 🎯 Candidate Profile

• Strong communication & persuasion skills
• Sales-oriented and target-driven
• Self-motivated with good customer-handling skills
• Willing to work **9-hour rotational shifts (8 AM–10 PM)**
• Comfortable working weekends & festivals (**Comp-off provided**)

### 🌟 Why Join?

✨ Work with a leading hospitality brand
✨ Supportive work environment
✨ Growth & career opportunities

📩 **Interested candidates can apply here:   https://lnkd.in/deBsCZba

#Hiring #CustomerCareExecutive #BarbequeNation #BangaloreJobs #JayanagarJobs #CustomerServiceJobs #BPOJobs #FreshersJobs #ImmediateHiring #SalesJobs #JobOpening",https://www.linkedin.com/feed/update/urn:li:groupPost:10332870-7486031959417110528,Sabiha Shaikh,https://www.linkedin.com/in/sabiha-shaikh-1526b4380?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAF4TXs4BFAE9QM7murO0wT0y4Iosf9Alvbk,HR Recruiter,,2026-07-30 07:08:28
7481053465000194048,comment,2026-07-09T18:35:37.309Z,Any vacancy available for Odisha location ,https://www.linkedin.com/feed/update/urn:li:activity:7480138662215794688?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480138662215794688%2C7481053465000194048%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287481053465000194048%2Curn%3Ali%3Aactivity%3A7480138662215794688%29,,,,,2026-07-30 07:08:28
7480138662215794688,post,,"🚨 800+ JOBS OPEN AT BARBEQUE NATION 🚨

Dreaming of a career in hospitality? This is your chance! ✨

Naya India HR Foundation (NIHF) is hiring for
👑 BARBEQUE NATION - One of India's Leading Restaurant Chains

📍 **JOB LOCATIONS:**
Gujarat | Mumbai | Chennai | Hyderabad | Pune

💰 **SALARY & BENEFITS:**
Monthly CTC: ₹16,000 
Take Home: ₹11,500
🍽️ Free Breakfast + Lunch + Dinner
🏠 Free Sharing Accommodation
🚑 Medical & Life Insurance + Health Checkup
🚌 Free Transportation Tickets
📅 Weekly Off + 30 Annual Leaves + 6 Casual + 6 Sick Leaves
✈️ Opportunity to Work Abroad

🎓 **BONUS: STUDY WHILE YOU WORK - 100% FREE**
Get Bachelor Degree or Diploma in Hotel Management FREE!
Zero Fees | Practical Training | Career Growth

⏰ **IMMEDIATE JOINING**
🚀 **PROMOTION OPPORTUNITY AFTER 6 MONTHS**

Start your career with confidence. Grow. Learn. Earn. 💼

Apply Now! 📲
WhatsApp: +91 6289468616
Email: indrishchowdhuri.nihf@gmail.com",https://www.linkedin.com/posts/indrish-chowdhuri-88059238b_800-jobs-open-at-barbeque-nation-activity-7480138662215794688-SA4Q,Indrish Chowdhuri,https://www.linkedin.com/in/indrish-chowdhuri-88059238b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAGAEF2ABO2Z7iAP8vGbelVYCGpCI98CtOsE,HR Operations Intern | MBA Student at Brainware University | Integrating Data-Driven HR & Digital Marketing Basics,,2026-07-30 07:08:28
7481261642324815872,post,,"Barbeque Nation is hiring!

We are excited to share hospitality job opportunities for the following positions:

🔹 Kitchen Steward
🔹 Kitchen Helper
🔹 Associate

📍 Locations: Mumbai, Pune & Chennai

If you're looking to build or grow your career in the hospitality industry, this is a great opportunity to join one of India's leading restaurant brands.

How to Apply:

Download the AirigoJobs app by scanning the QR code.
Register as a Job Seeker.
Complete your profile.
Explore available openings.
Apply for your preferred position.

Start your hospitality career today with AirigoJobs.

🌐 www.airigojobs.com

#AirigoJobs #BarbequeNation #Hiring #HospitalityCareers #KitchenJobs #RestaurantJobs #CareerGrowth #JobsIndia #Recruitment #NowHiring",https://www.linkedin.com/posts/airigo-jobs_airigojobs-barbequenation-hiring-activity-7481261642324815872-9296,Airigo Jobs,https://www.linkedin.com/company/airigo-jobs/posts,14 followers,,2026-07-30 07:08:28
7486736616980578304,post,,"📢 We're Hiring | Customer Care Executive | Barbeque Nation | Bangalore
🏢 Company: Barbeque Nation
📍 Location: Jayanagar, Bangalore
💼 Job Type: Full-time | Work from Office
⚡ Hiring: Immediate Joiners
📌 Open Positions: 10
Barbeque Nation is looking for enthusiastic and customer-focused Customer Care Executives to join our team. Freshers are welcome to apply!
Eligibility Criteria
Minimum qualification: 10th Pass
Freshers can apply
Fluent communication skills in English & Hindi (Mandatory)
Age: 18–30 years
Key Responsibilities
Handle inbound and outbound customer calls professionally.
Convert customer inquiries into confirmed bookings and sales.
Resolve customer queries, concerns, and objections effectively.
Maintain high-quality customer service standards.
Achieve daily targets while ensuring customer satisfaction.
Candidate Requirements
Strong communication and persuasion skills.
Sales-oriented and target-driven approach.
Self-motivated with good customer handling abilities.
Willingness to work in rotational shifts.
Work Schedule
9-hour rotational shifts
Shift window: 8:00 AM – 10:00 PM
Comfortable working on weekends and festivals
Comp-off will be provided
Why Join Barbeque Nation?
✨ Opportunity to work with a leading hospitality brand
✨ Supportive work environment
✨ Growth and career development opportunities
📞 Interested candidates can contact:
Snigdha
📱 9986731408
Know someone looking for a customer care opportunity? Tag them or share this post with your network!
#Hiring #BarbequeNation #CustomerCare #CustomerSupport #BPOJobs #BangaloreJobs #Jayanagar #FreshersJobs #HospitalityJobs #ImmediateHiring #CareerOpportunity",https://www.linkedin.com/posts/snigdha-p-bb467aa3_hiring-barbequenation-customercare-activity-7486736616980578304-qCHK,Snigdha P.,https://www.linkedin.com/in/snigdha-p-bb467aa3?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABX9eTgB2kOodCyY1oJsYQIkzTBFxqxXo88,Management graduate,,2026-07-30 07:08:28
7487782697713647617,post,,"🚨 We're Hiring | Customer Care Executive – Barbeque Nation

📍 Location: Jayanagar, Bengaluru
💰 Salary: ₹16,000 – ₹20,000/month
🎓 Qualification: Minimum 10th Pass
🎂 Age: 18–30 Years
🗣️ Languages: English & Hindi
✨ Freshers & Experienced candidates can apply!

📩 Apply Here:-  https://lnkd.in/dByNnaHr

Contact Info:
HR:- Harshitha BL
Mob:- 9108214087
E-mail:- harshithabl@earlyjobs.co.in
For More Information:- https://www.earlyjobs.ai/


#Hiring #CustomerCareExecutive #BarbequeNation #JayanagarJobs #BengaluruJobs #JobsInBangalore #CustomerService #FreshersJobs #ImmediateHiring #VoiceProcess #HospitalityJobs #CareerOpportunity #ApplyNow #WalkInJobs",https://www.linkedin.com/posts/harshitha-b-l-1a4b6940b_earlyjobs-fast-growing-platform-for-jobs-activity-7487782697713647617-EuPM,Harshitha B L,https://www.linkedin.com/in/harshitha-b-l-1a4b6940b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAGilF8wBeyQdIv1Je9UtryMRKEuiKEGDLC0,"Assisted in candidate sourcing, screening, interview coordination, and recruitment operations, contributing to the end-to-end hiring process.",,2026-07-30 07:08:28
7482450206517518336,comment,2026-07-13T15:05:46.437Z,"Interested for recruiter guwahati location barbeque nation,8638490423 cl me",https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7482450206517518336%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287482450206517518336%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,,,,,2026-07-30 07:08:28
7480878715107917824,comment,2026-07-09T07:01:13.688Z,Cfbr,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7480878715107917824%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287480878715107917824%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,,,,,2026-07-30 07:08:28
7485264863511113729,comment,2026-07-21T09:30:12.958Z,#CFBR ,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7485264863511113729%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287485264863511113729%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,,,,,2026-07-30 07:08:28
7480971647982788609,comment,2026-07-09T13:10:30.612Z,I have sent my resume to you on mail please kindly check on this,https://www.linkedin.com/feed/update/urn:li:activity:7480878040416448513?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7480878040416448513%2C7480971647982788609%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287480971647982788609%2Curn%3Ali%3Aactivity%3A7480878040416448513%29,,,,,2026-07-30 07:08:28
7480878040416448513,post,,"🚀 We're Growing... Are You Ready to Grow With Us?

At Barbeque Nation Hospitality Ltd., we believe great restaurants are built by great people. We're looking for an energetic and business-driven Cluster HR Business Partner (HRBP) who is passionate about people, operations, and creating high-performing teams.

📍 Hiring Across:  Dhanbad / Jharkhand / | Guwahati (Assam) | Andhra Pradesh

👨‍💼 Position
Cluster HR Business Partner (HRBP)

💰 Salary: ₹3–5 LPA (Based on experience & interview performance)

🎯 Experience
✔ 4–7 Years

🎓 Qualification
Graduate / MBA

🏨 Preferred Industry
Hospitality | QSR | Hotels | Retail | FMCG

💼 Your Role
As a Cluster HRBP, you'll work closely with Operations to drive business success by managing the complete employee lifecycle and building a strong people-first culture.

Key Responsibilities:
✅ Partner with Business Leaders to achieve operational and HR objectives.
✅ Drive employee engagement, retention, and performance.
✅ Manage employee relations and resolve grievances effectively.
✅ Ensure labour law and statutory compliance.
✅ Conduct outlet visits, HR audits, and manpower planning.
✅ Lead recruitment for restaurant operations, including Stewards, Kitchen Staff, Utility, and other frontline roles whenever required.

✈️ Travel Requirement: Candidates should be comfortable with frequent travel across assigned restaurant locations.

🌟 Why Join Barbeque Nation?
✨ Work with one of India's most loved casual dining brands.
✨ Be part of a dynamic and collaborative work culture.
✨ Accelerate your career through continuous learning and growth opportunities.
✨ Make a meaningful impact by partnering directly with business leaders.

📩 Interested? We'd love to connect!
📧 Email your CV: adarsh.p@barbequenation.com

Subject Line:
CV for Cluster HRBP – Preferred Location – Candidate Name

If this opportunity matches your aspirations—or you know someone who would be a great fit—apply now, tag them in the comments, or share this post within your network!

Let's build great teams together. 💙

#Hiring #ClusterHRBP #HRBP #HumanResources #HospitalityJobs #QSRJobs #RetailJobs #HRCareers #TalentAcquisition #PeoplePartner #BarbequeNation #NowHiring #Careers #Jobs #Leadership #EmployeeExperience #OdishaJobs #JharkhandJobs #BiharJobs #ChhattisgarhJobs #GuwahatiJobs #AndhraPradeshJobs

Harsha Kumar Mishra Baidyanath Mishra Jyoti M.  Shahzeen Kapadia",https://www.linkedin.com/posts/adarsh-pandey-hr_hiring-clusterhrbp-hrbp-activity-7480878040416448513-EKpb,Adarsh Pandey,https://www.linkedin.com/in/adarsh-pandey-hr?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACM4DAsB7sdl-4vYHOjDCHPXBeUbMC-_kBM,HR Professional || Barbeque Nation Hospitality Ltd.,,2026-07-30 07:08:28
7486286876027301888,comment,2026-07-24T05:11:19.730Z,"Im instrested, but the link is not working ",https://www.linkedin.com/feed/update/urn:li:activity:7486031789099241472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7486031789099241472%2C7486286876027301888%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287486286876027301888%2Curn%3Ali%3Aactivity%3A7486031789099241472%29,,,,,2026-07-30 07:08:28
7486031789099241472,post,,"📢 **Hiring: Customer Care Executive – Barbeque Nation**

🏢 **Company:** Barbeque Nation
📍 **Location:** Jayanagar, Bengaluru
💼 **Job Type:** Full-time | Work From Office
🚀 **Hiring:** Immediate | **10 Openings**

### ✅ Eligibility

• 10th Pass or above
• Freshers & Experienced candidates (0–5 Years)
• Age: 18–30 Years
• Fluent in **English & Hindi** (Mandatory)

### 💼 Key Responsibilities

• Handle inbound & outbound customer calls
• Convert inquiries into confirmed bookings & sales
• Resolve customer queries, concerns & objections
• Achieve daily targets while maintaining service quality

### 🎯 Candidate Profile

• Strong communication & persuasion skills
• Sales-oriented and target-driven
• Self-motivated with good customer-handling skills
• Willing to work **9-hour rotational shifts (8 AM–10 PM)**
• Comfortable working weekends & festivals (**Comp-off provided**)

### 🌟 Why Join?

✨ Work with a leading hospitality brand
✨ Supportive work environment
✨ Growth & career opportunities

📩 **Interested candidates can apply here:   https://lnkd.in/deBsCZba

#Hiring #CustomerCareExecutive #BarbequeNation #BangaloreJobs #JayanagarJobs #CustomerServiceJobs #BPOJobs #FreshersJobs #ImmediateHiring #SalesJobs #JobOpening",https://www.linkedin.com/posts/sabiha-shaikh-1526b4380_hiring-customercareexecutive-barbequenation-activity-7486031789099241472-jvEC,Sabiha Shaikh,https://www.linkedin.com/in/sabiha-shaikh-1526b4380?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAF4TXs4BFAE9QM7murO0wT0y4Iosf9Alvbk,HR Recruiter,,2026-07-30 07:08:28
7478785687106973696,post,,"🚀 Build Skills. Earn While You Learn. Launch Your Career!

We are excited to share the Work Integrated Learning Program (WILP) in collaboration with United Foodbrands Limited (formerly Barbeque Nation Hospitality Limited).

This is an excellent opportunity for students and job seekers who want to build a successful career in the Food & Beverage Industry.

✨ Program Highlights: ✅ 100% Course Fee Sponsored ✅ Monthly Stipend – ₹9,700 ✅ Free Accommodation ✅ Three Meals Daily ✅ Government Recognized Diploma/Certificate ✅ Medical Insurance Coverage ✅ One-Time Travel Allowance ✅ Employment Opportunity upon successful completion ✅ Starting Salary: ₹15,000/month

📢 Calling Placement Officers, Training & Placement Cells, Colleges, NGOs, Skill Development Centers, Recruitment & Placement Agencies!

Let's work together to provide meaningful career opportunities to deserving candidates. We welcome institutional partnerships and candidate referrals.

🎯 Candidates: If you're looking for a career opportunity with training, stipend, and job placement, comment ""Interested"" or send me a DM.

🤝 Placement Organizations & Recruitment Partners: Let's collaborate to create successful careers and bridge the gap between talent and industry.

#WILP #UnitedFoodbrands #BarbequeNation #PlacementDrive #Hiring #CareerOpportunity #JobSeekers #PlacementCell #Recruitment #SkillDevelopment #CampusPlacement #HospitalityJobs #FoodAndBeverage #TrainingAndPlacement #IndiaJobs #Careers #EmploymentOpportunity",https://www.linkedin.com/posts/pruthviraj-yedke-40bb05269_wilp-unitedfoodbrands-barbequenation-activity-7478785687106973696-7rB1,Pruthviraj Yedke,https://www.linkedin.com/in/pruthviraj-yedke-40bb05269?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEHWeAsBFKOTB3MBQJ05Tmgb8BvGSuSEwn4,𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 𝐂𝐨𝐧𝐬𝐮𝐥𝐭𝐚𝐧𝐭 | 𝐒𝐭𝐫𝐚𝐭𝐞𝐠𝐢𝐜 𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 | 𝐆𝐨𝐯𝐞𝐫𝐧𝐦𝐞𝐧𝐭 𝐏𝐫𝐨𝐣𝐞𝐜𝐭𝐬 | 𝐒𝐭𝐚𝐤𝐞𝐡𝐨𝐥𝐝𝐞𝐫 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 | 𝐏𝐮𝐛𝐥𝐢𝐜 𝐒𝐞𝐜𝐭𝐨𝐫 𝐀𝐝𝐯𝐢𝐬𝐨𝐫𝐲,,2026-07-30 07:08:28
7487837115406282752,comment,2026-07-28T11:51:25.600Z,"Submitted 
Hope to hear from you soon 🙏🏻",https://www.linkedin.com/feed/update/urn:li:activity:7487535789719879680?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7487535789719879680%2C7487837115406282752%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287487837115406282752%2Curn%3Ali%3Aactivity%3A7487535789719879680%29,,,,,2026-07-30 07:08:28
7487701405068136449,comment,2026-07-28T02:52:09.733Z,Ahmed Wazeiry ,https://www.linkedin.com/feed/update/urn:li:activity:7487535789719879680?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7487535789719879680%2C7487701405068136449%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287487701405068136449%2Curn%3Ali%3Aactivity%3A7487535789719879680%29,,,,,2026-07-30 07:08:28
7487582832156958720,comment,2026-07-27T19:00:59.748Z,Interested/Immediate Joiner - 9818355045,https://www.linkedin.com/feed/update/urn:li:activity:7487535789719879680?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7487535789719879680%2C7487582832156958720%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287487582832156958720%2Curn%3Ali%3Aactivity%3A7487535789719879680%29,,,,,2026-07-30 07:08:28
7487535789719879680,post,,"I am hiring , Join the winning team. 

Ps : Only candidates residing in Cairo are eligible.",https://www.linkedin.com/posts/guemeim_i-am-hiring-join-the-winning-team-ps-activity-7487535789719879680-eqpn,Mohamed Guemei,https://www.linkedin.com/in/guemeim?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAHDKRABrgdiW0in9MCcZTTKPJNsjD6JDPg,Managing Director / General Manager – BPO & CX Zero-to-Scale Delivery Center Builder | Multilingual CX Operations | P&L Ownership,,2026-07-30 07:08:28
7487610986225635329,post,,Charlotte!!! Come on over to the cool side!!,https://www.linkedin.com/posts/activity-7487610986225635329-JkwE,Makeila McCants,https://www.linkedin.com/in/makeilamccants?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADPkSdIBqx7hGvw3IWWvCDNW2XEkh1JO6NU,"Talent Acquisition Business Partner | Leadership Coach | Recruiting Strategy & Workforce Planning | Recruiting & Sourcing With Strategy, Precision, and Just the Right Vibe is My Superpower 😎💪🏾",7.487562191244603e+18,2026-07-30 07:08:28
