postId,pageName,text,time,likes,comments,shares,viewsCount,videoPostViewCount,url,link,year,month,weekday,hour,clean_text,word_count,character_count,engagement,engagement_rate
1450200000000000.0,BarbequeNation,"Step into a royal feast with Nizam-E-Dastarkhwan – Royal Flavours of Hyderabad, a limited-time culinary celebration at Barbeque Nation, Phoenix Market City, Whitefield! 🔥

Curated with regal flavours and hosted by Kenneth Gopinath, youngest contestant on MasterChef India 2023, this is your chance to experience Hyderabad’s iconic richness—one unforgettable bite at a time. 🤤💛

📍 Phoenix Market City, Whitefield, Bengaluru
📅 20th–24th May 2026

From aromatic biryanis to rich Nizami delicacies, this is not just a meal—it’s a royal experience fit for food lovers. 👑✨

🎟️ Seats fill fast—book your table now on the Barbeque Nation app or website!

#BarbequeNation #NizamEDastarkhwan #HyderabadiFood #Bengaluru",2026-05-15 13:30:50+00:00,60,2.0,3,13777.0,4333.0,https://www.facebook.com/reel/1277605654526795/,No Link,2026,May,Friday,13,step into a royal feast with nizamedastarkhwan royal flavours of hyderabad a limitedtime culinary celebration at barbeque nation phoenix market city whitefield curated with regal flavours and hosted by kenneth gopinath youngest contestant on masterchef india this is your chance to experience hyderabads iconic richnessone unforgettable bite at a time phoenix market city whitefield bengaluru thth may from aromatic biryanis to rich nizami delicacies this is not just a mealits a royal experience fit for food lovers seats fill fastbook your table now on the barbeque nation app or website barbequenation nizamedastarkhwan hyderabadifood bengaluru,94,647,65.0,0.004718008274660667
1449990000000000.0,BarbequeNation,"Punjab Beyond Borders – Flavours of Undivided Punjab leke aa raha hai oh swaad jo dil nu ghar wali feeling de jaave 🤌✨ From dhuaandaar tandoors to rich, makhan-maar gravies, har bite ch Punjab da asli pyaar te warmth milegi 🫶

Curated by Chef Anshmeet Singh (MasterChef Jodi India | Top 4, 2026), this is a celebration of bold flavours, timeless recipes, te oh Punjabi mehmaan-nawaazi jo plate ton seedha dil tak pahunchdi hai 💛

Khul ke khao, dil khol ke aao—kyunki Punjab da swaad borders nahi menda 🇮🇳🔥

📍 Barbeque Nation, Sector 26 - Chandigarh
📅 18th – 24th May, 2026

Book your table now on the Barbeque Nation app or website.

#PunjabBeyondBorders #BarbequeNation #PunjabDaSwaad",2026-05-15 09:47:43+00:00,43,1.0,1,13831.0,3674.0,https://www.facebook.com/reel/1295328515508836/,No Link,2026,May,Friday,9,punjab beyond borders flavours of undivided punjab leke aa raha hai oh swaad jo dil nu ghar wali feeling de jaave from dhuaandaar tandoors to rich makhanmaar gravies har bite ch punjab da asli pyaar te warmth milegi curated by chef anshmeet singh masterchef jodi india top this is a celebration of bold flavours timeless recipes te oh punjabi mehmaannawaazi jo plate ton seedha dil tak pahunchdi hai khul ke khao dil khol ke aaokyunki punjab da swaad borders nahi menda barbeque nation sector chandigarh th th may book your table now on the barbeque nation app or website punjabbeyondborders barbequenation punjabdaswaad,102,620,45.0,0.003253560841587738
1449980000000000.0,BarbequeNation,"POV: your reaction just made the chef’s entire day 😭✨
One happy bite = mission accomplished 🤌🔥

#BarbequeNation
[POV reels | chef life | food content | viral food reels | dining experience]",2026-05-15 09:42:28+00:00,55,4.0,0,12795.0,4516.0,https://www.facebook.com/reel/1681388099977474/,No Link,2026,May,Friday,9,pov your reaction just made the chefs entire day one happy bite mission accomplished barbequenation pov reels chef life food content viral food reels dining experience,26,167,59.0,0.0046111762407190305
1448380000000000.0,BarbequeNation,"Step into the grandeur of Nizam-E-Dastarkhwan — a regal celebration of authentic Hyderabadi flavours, rich aromas, and timeless recipes curated to delight every foodie soul 🤍🍽️

Featuring Chef Kenneth Gopinath — the youngest contestant from MasterChef India 2023 — bringing his signature flair to this royal culinary experience 🌟

📍 Phoenix Market City, Whitefield, Bengaluru
📅 20th–24th May 2026

From aromatic biryanis to indulgent royal delicacies, this is your chance to experience the true taste of Hyderabad—only at Barbeque Nation 🔥

Book your table now on the Barbeque Nation app or website. 

#BarbequeNation #BarbequeVibes #NizamEDastarkhwan #Hyderabad",2026-05-13 16:27:22+00:00,12,2.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0svQZdfy5NDmb8AopdWc7NTimKu5wKnoTrVokmMSUNkt52SF9crhbz71dGhnVePf1l,No Link,2026,May,Wednesday,16,step into the grandeur of nizamedastarkhwan a regal celebration of authentic hyderabadi flavours rich aromas and timeless recipes curated to delight every foodie soul featuring chef kenneth gopinath the youngest contestant from masterchef india bringing his signature flair to this royal culinary experience phoenix market city whitefield bengaluru thth may from aromatic biryanis to indulgent royal delicacies this is your chance to experience the true taste of hyderabadonly at barbeque nation book your table now on the barbeque nation app or website barbequenation barbequevibes nizamedastarkhwan hyderabad,86,610,14.0,0.0
1448040000000000.0,BarbequeNation,"Dekho kya kya karna pad raha hai… tandoor sambhalte sambhalte recruitment bhi kar rahe hain 🔥

₹100 per hour hai boss!
Service industry mein kaam karo, hustle karo, aur BBQ vibes ka hissa bano 🤝✨
Kabhi kabhi staffing ke liye thoda dramatic hona padta hai 😌😂

Download Saathi app & join the Barbeque Nation fam! 🚀

#BarbequeNation #HiringNow #SaathiApp",2026-05-13 08:09:29+00:00,21,1.0,4,8757.0,1774.0,https://www.facebook.com/reel/1519671119821879/,No Link,2026,May,Wednesday,8,dekho kya kya karna pad raha hai tandoor sambhalte sambhalte recruitment bhi kar rahe hain per hour hai boss service industry mein kaam karo hustle karo aur bbq vibes ka hissa bano kabhi kabhi staffing ke liye thoda dramatic hona padta hai download saathi app join the barbeque nation fam barbequenation hiringnow saathiapp,53,323,26.0,0.002969053328765559
1447940000000000.0,BarbequeNation,"Presenting Punjab Beyond Borders – Flavours of Undivided Punjab, a soulful celebration of Punjab’s rich culinary legacy, where every bite tells a story of tradition, warmth, and bold flavour.

With Chef Anshmeet Singh (MasterChef Jodi India | Top 4, 2026) at the helm, get ready for smoky tandoors, indulgent gravies, and iconic recipes that bring the spirit of Punjab alive—one delicious frame at a time. 🤎✨

This isn’t just food. It’s nostalgia, heritage, and a full-blown Punjabi feast.

📍 Barbeque Nation, Sector 26 - Chandigarh
📅 18th – 24th May, 2026

Book your table now on the Barbeque Nation app or website.

#PunjabBeyondBorders #BarbequeNation #PunjabiCuisine #Chandigarh",2026-05-13 05:03:26+00:00,59,0.0,0,17928.0,8429.0,https://www.facebook.com/reel/2396904104127890/,No Link,2026,May,Wednesday,5,presenting punjab beyond borders flavours of undivided punjab a soulful celebration of punjabs rich culinary legacy where every bite tells a story of tradition warmth and bold flavour with chef anshmeet singh masterchef jodi india top at the helm get ready for smoky tandoors indulgent gravies and iconic recipes that bring the spirit of punjab aliveone delicious frame at a time this isnt just food its nostalgia heritage and a fullblown punjabi feast barbeque nation sector chandigarh th th may book your table now on the barbeque nation app or website punjabbeyondborders barbequenation punjabicuisine chandigarh,95,615,59.0,0.003290941543953592
1444660000000000.0,BarbequeNation,"Punjab isn’t just a cuisine. It’s an emotion served on a sizzling grill. 🔥🌾

Presenting Punjab Beyond Borders — a soulful culinary journey celebrating the rich flavours of undivided Punjab with Chef Anshmeet Singh, MasterChef Jodi India Top 4, 2026. ❤️👨🏻‍🍳

From smoky dhaba-style indulgence to timeless Punjabi classics, expect bold spices, slow-cooked gravies, and stories plated with every bite.

📍 Barbeque Nation, Sector 26, Chandigarh
📅 18th – 24th May, 2026

Book your table on the Barbeque Nation app or website.

#PunjabBeyondBorders #BarbequeNation",2026-05-09 14:35:38+00:00,26,4.0,4,10384.0,1602.0,https://www.facebook.com/reel/1339305368114902/,No Link,2026,May,Saturday,14,punjab isnt just a cuisine its an emotion served on a sizzling grill presenting punjab beyond borders a soulful culinary journey celebrating the rich flavours of undivided punjab with chef anshmeet singh masterchef jodi india top from smoky dhabastyle indulgence to timeless punjabi classics expect bold spices slowcooked gravies and stories plated with every bite barbeque nation sector chandigarh th th may book your table on the barbeque nation app or website punjabbeyondborders barbequenation,74,497,34.0,0.0032742681047765792
1444500000000000.0,BarbequeNation,"🚨 LAST DAY ALERT: MIRCHI MEXICANO 🌶️🇮🇳🇲🇽

Tomorrow’s your final chance to experience the boldest flavour crossover in Hyderabad — where smoky Mexican grills meet the spice and soul of Hyderabad 💥

Curated with Chef Kanak Khathuria (MasterChef India S1 Top 12), this is not your regular food pop-up… this is a full-blown flavour fiesta 🌮🍢🍛

📍 Nexus Mall Kukatpally, Hyderabad
📅 LAST DAY: 10th May, 2026

Come hungry. Leave obsessed. 😮‍💨✨

#MirchiMexicano #Hyderabad #mexican #BarbequeNation",2026-05-09 10:53:05+00:00,36,7.0,2,11191.0,1821.0,https://www.facebook.com/reel/964317346354528/,No Link,2026,May,Saturday,10,last day alert mirchi mexicano tomorrows your final chance to experience the boldest flavour crossover in hyderabad where smoky mexican grills meet the spice and soul of hyderabad curated with chef kanak khathuria masterchef india s top this is not your regular food popup this is a fullblown flavour fiesta nexus mall kukatpally hyderabad last day th may come hungry leave obsessed mirchimexicano hyderabad mexican barbequenation,66,430,45.0,0.004021088374586722
1443380000000000.0,BarbequeNation,"Punjab isn’t just a place—it’s an emotion, a legacy, and a burst of bold flavours that travel beyond borders 🔥🌾

Introducing Punjab Beyond Borders – Flavours of Undivided Punjab, a celebration of rich culinary heritage, where every dish is rooted in tradition and elevated with soul.

Curated by Chef Anshmeet Singh (MasterChef Jodi India | Top 4, 2026), this experience brings together smoky tandoors, robust gravies, and timeless recipes that capture the essence of Punjab on every plate. 

📍 Barbeque Nation, Sector 26 - Chandigarh
📅 18th – 24th May, 2026

Book your table on the Barbeque Nation app or website. 

#PunjabBeyondBorders #BarbequeNation #PunjabiFood #Chandigarh",2026-05-08 05:27:36+00:00,16,7.0,3,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0RLaXCQcteM6b4Ume5HZv9tTBRDKQZrwQANDkoZdvCbexvSrKs1peg8ai6wtwv5J4l,No Link,2026,May,Friday,5,punjab isnt just a placeits an emotion a legacy and a burst of bold flavours that travel beyond borders introducing punjab beyond borders flavours of undivided punjab a celebration of rich culinary heritage where every dish is rooted in tradition and elevated with soul curated by chef anshmeet singh masterchef jodi india top this experience brings together smoky tandoors robust gravies and timeless recipes that capture the essence of punjab on every plate barbeque nation sector chandigarh th th may book your table on the barbeque nation app or website punjabbeyondborders barbequenation punjabifood chandigarh,94,615,26.0,0.0
1442520000000000.0,BarbequeNation,"May is about to taste different 🔥

Something exciting is hitting your city—bold flavours, fresh ideas, and chefs you’ll want to keep an eye on 👀🍢

👨‍🍳 Chef Kenneth Gopinath — Bengaluru
👩‍🍳 Chef Kanak Khathuria — Hyderabad
👨‍🍳 Chef Anshmeet Singh — Chandigarh

From Bengaluru to Hyderabad to Chandigarh, we’re bringing together new culinary vibes that are anything but ordinary.

Get ready to discover, indulge, and keep coming back for more.

📍 Coming soon to your city

Book your table on Barbeque Nation app or website.

#BarbequeNation #Vibes #ComingSoon",2026-05-07 05:34:24+00:00,11,0.0,0,7576.0,965.0,https://www.facebook.com/reel/954146513927760/,No Link,2026,May,Thursday,5,may is about to taste different something exciting is hitting your citybold flavours fresh ideas and chefs youll want to keep an eye on chef kenneth gopinath bengaluru chef kanak khathuria hyderabad chef anshmeet singh chandigarh from bengaluru to hyderabad to chandigarh were bringing together new culinary vibes that are anything but ordinary get ready to discover indulge and keep coming back for more coming soon to your city book your table on barbeque nation app or website barbequenation vibes comingsoon,81,511,11.0,0.0014519535374868005
1441980000000000.0,BarbequeNation,"Somewhere in every mother, there is a woman who deeply loves good food and finds her happy place at the table.

This Mother’s Day, Barbeque Nation celebrates the foodie in every Mom.

#BarbequeNation #HappyMothersDay",2026-05-06 13:19:20+00:00,34,1.0,2,7815.0,1393.0,https://www.facebook.com/reel/1285942467024198/,No Link,2026,May,Wednesday,13,somewhere in every mother there is a woman who deeply loves good food and finds her happy place at the table this mothers day barbeque nation celebrates the foodie in every mom barbequenation happymothersday,34,207,37.0,0.00473448496481126
1440050000000000.0,BarbequeNation,"Hyderabad 🤝 Mexico — a bold, flavour-packed match 🔥🌮

Smoky grills, zesty salsas, and spice in every bite — where tandoor meets tortilla and cultures collide deliciously 🌶️✨

⏳ Just 2 days to go for the Mirchi Mexicano pop-up!

📍 Nexus Hyderabad Mall, 4th floor, Kukatpally, Hyderabad
📅 6th – 10th May

#MirchiMexicano #Hyderabad #Mexican #BarbequeNation",2026-05-04 07:28:51+00:00,16,2.0,3,7871.0,1804.0,https://www.facebook.com/reel/2424148744741071/,No Link,2026,May,Monday,7,hyderabad mexico a bold flavourpacked match smoky grills zesty salsas and spice in every bite where tandoor meets tortilla and cultures collide deliciously just days to go for the mirchi mexicano popup nexus hyderabad mall th floor kukatpally hyderabad th th may mirchimexicano hyderabad mexican barbequenation,46,310,21.0,0.0026680218523694576
1437740000000000.0,BarbequeNation,"From the rich spices of Malabar to flavours beyond borders — this wasn’t just a festival, it was a full-blown coastal celebration.

Sizzling grills, soulful curries, endless conversations, and plates that told stories… every moment was unforgettable.

With Mohammed Ashiq bringing his magic to the table, the experience hit a whole new level.

Bengaluru showed up. And how. 💥

If you were here — you know the vibe.
If you missed it — we’ve got stories waiting for you next time.

#MalabarAndBeyond #BarbequeNation #CoastalFoodFestival",2026-05-01 12:33:53+00:00,29,0.0,2,8810.0,1881.0,https://www.facebook.com/reel/1945315426092785/,No Link,2026,May,Friday,12,from the rich spices of malabar to flavours beyond borders this wasnt just a festival it was a fullblown coastal celebration sizzling grills soulful curries endless conversations and plates that told stories every moment was unforgettable with mohammed ashiq bringing his magic to the table the experience hit a whole new level bengaluru showed up and how if you were here you know the vibe if you missed it weve got stories waiting for you next time malabarandbeyond barbequenation coastalfoodfestival,80,502,31.0,0.003518728717366629
1437030000000000.0,BarbequeNation,"Hyderabad just got a spicy twist 🌶️🇲🇽

Mirchi Mexicano is here — where bold Indian flavours meet zesty Mexican vibes! ✨
Experience an exclusive culinary takeover by Chef Kanak Khathuria (MasterChef India S1 Top 12) with dishes that bring the heat, the crunch, and all the fiesta feels 🔥🌮

📍 Kukatpally, Hyderabad
📅 6th – 10th May, 2026

Come hungry. Leave obsessed.

#MirchiMexicano #BarbequeNation #Hyderabad",2026-04-30 16:46:22+00:00,46,0.0,3,8922.0,1898.0,https://www.facebook.com/reel/2270173056848985/,No Link,2026,April,Thursday,16,hyderabad just got a spicy twist mirchi mexicano is here where bold indian flavours meet zesty mexican vibes experience an exclusive culinary takeover by chef kanak khathuria masterchef india s top with dishes that bring the heat the crunch and all the fiesta feels kukatpally hyderabad th th may come hungry leave obsessed mirchimexicano barbequenation hyderabad,56,363,49.0,0.00549204214301726
1433240000000000.0,BarbequeNation,"Only 2 days left to experience the bold, soulful flavours of the Konkan coast 🌶️🌊

Step into The Konkan Spice Table with Chef Shraddha Palande and indulge in a specially curated Maharashtrian culinary journey—where every dish tells a story of spice, tradition, and coastal indulgence.

From rich curries to irresistible regional favourites, this is your last chance to savour it all before it’s gone!

📍 Westend Mall, Aundh, Pune
📅 Ending 28th April

Don’t miss out—reserve your table now on the Barbeque Nation app or website.

#KonkanSpiceTable #BarbequeNation #PuneEats #FoodFestival #MaharashtrianCuisine",2026-04-26 12:02:13+00:00,57,0.0,0,10967.0,4684.0,https://www.facebook.com/reel/1204122281645881/,No Link,2026,April,Sunday,12,only days left to experience the bold soulful flavours of the konkan coast step into the konkan spice table with chef shraddha palande and indulge in a specially curated maharashtrian culinary journeywhere every dish tells a story of spice tradition and coastal indulgence from rich curries to irresistible regional favourites this is your last chance to savour it all before its gone westend mall aundh pune ending th april dont miss outreserve your table now on the barbeque nation app or website konkanspicetable barbequenation puneeats foodfestival maharashtriancuisine,87,573,57.0,0.0051974104130573535
1432500000000000.0,BarbequeNation,"May is about to taste different 🔥

Something exciting is hitting your city—bold flavours, fresh ideas, and chefs you’ll want to keep an eye on 👀🍢

👨‍🍳 Chef Kenneth Gopinath — Bengaluru
👩‍🍳 Chef Kanak Khathuria — Hyderabad
👨‍🍳 Chef Anshmeet Singh — Chandigarh

From Bengaluru to Hyderabad to Chandigarh, we’re bringing together new culinary vibes that are anything but ordinary.

Get ready to discover, indulge, and keep coming back for more.

📍 Coming soon to your city

Book your table on Barbeque Nation app or website. 

#BarbequeNation #Vibes #ComingSoon",2026-04-25 14:34:27+00:00,11,0.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0535MEUhxoefL5r9wpYBkADQP9RBFKs8X2s9SudFZCeMyj3XubVMKepqhsuUDFgCUl,No Link,2026,April,Saturday,14,may is about to taste different something exciting is hitting your citybold flavours fresh ideas and chefs youll want to keep an eye on chef kenneth gopinath bengaluru chef kanak khathuria hyderabad chef anshmeet singh chandigarh from bengaluru to hyderabad to chandigarh were bringing together new culinary vibes that are anything but ordinary get ready to discover indulge and keep coming back for more coming soon to your city book your table on barbeque nation app or website barbequenation vibes comingsoon,81,511,11.0,0.0
1432100000000000.0,BarbequeNation,"The coast comes alive… and it starts today 🌊✨

Introducing Malabar & Beyond – Coastal Food Festival 🍤🥥
A celebration of bold coastal flavours, rich traditions, and soulful dishes curated by MasterChef Winner Mohammed Ashiq.

From comforting curries to irresistible starters, every plate is a journey across India’s coastline.

📍 Lulu Global Mall, Bengaluru
📅 25th – 29th April, 2026

Book your experience now on the Barbeque Nation app or website.

#MalabarAndBeyond #CoastalFoodFestival #BarbequeNation",2026-04-25 04:12:28+00:00,82,3.0,7,15131.0,5506.0,https://www.facebook.com/reel/27537905389130556/,No Link,2026,April,Saturday,4,the coast comes alive and it starts today introducing malabar beyond coastal food festival a celebration of bold coastal flavours rich traditions and soulful dishes curated by masterchef winner mohammed ashiq from comforting curries to irresistible starters every plate is a journey across indias coastline lulu global mall bengaluru th th april book your experience now on the barbeque nation app or website malabarandbeyond coastalfoodfestival barbequenation,66,460,92.0,0.006080232634987774
1431130000000000.0,BarbequeNation,"Marabu Manam is in full swing—and Chennai is showing up for it 🔥

From 22nd–26th April, Chef Selva Sunitha brings a bold, reimagined take on South Asian flavours to Barbeque Nation, Marina Mall, Chennai 📍

The standouts everyone’s coming back for:
Sticky Mutton Ribs 🔥🍖
Curry Leaves Crème Brûlée 🍮✨
Kongunadu Chicken Vellai Biryani 🍗🍚

With just two days to go ⏳, this is your last chance to experience it before it wraps on 26th April.

Book your table now on the Barbeque Nation app or website 📲

#MarabuManam #BarbequeNation #ChennaiEats",2026-04-24 04:00:55+00:00,28,3.0,2,9687.0,1648.0,https://www.facebook.com/reel/2711617979204793/,No Link,2026,April,Friday,4,marabu manam is in full swingand chennai is showing up for it from ndth april chef selva sunitha brings a bold reimagined take on south asian flavours to barbeque nation marina mall chennai the standouts everyones coming back for sticky mutton ribs curry leaves crème brûlée kongunadu chicken vellai biryani with just two days to go this is your last chance to experience it before it wraps on th april book your table now on the barbeque nation app or website marabumanam barbequenation chennaieats,84,499,33.0,0.0034066274388355527
1428950000000000.0,BarbequeNation,"From Naatukozhi Rasam to Puli-then glazed Mutton Ribs… this isn’t just a menu, it’s a full-blown flavour trip 🌶️🔥

Marabu Manam brings together Tamil classics with Sri Lankan flair — think:
🍤 Poondu Podi Prawn Skewers
🍗 Ilangai Fiery Chicken Bites
🍛 Kongunadu Chicken Vellai Biryani
🥥 Curry Leaves Crème Brûlée

Crafted by Chef Selva Sunitha, this limited-time experience is not to be missed.

📍 Marina Mall, Chennai
📅 22nd–26th April

Book Your Table on the Barbeque Nation app or website. 

#MarabuManam #BarbequeNation #ChennaiEats #TamilCuisine",2026-04-21 16:25:12+00:00,112,0.0,3,21801.0,7749.0,https://www.facebook.com/reel/979809174580251/,No Link,2026,April,Tuesday,16,from naatukozhi rasam to pulithen glazed mutton ribs this isnt just a menu its a fullblown flavour trip marabu manam brings together tamil classics with sri lankan flair think poondu podi prawn skewers ilangai fiery chicken bites kongunadu chicken vellai biryani curry leaves crème brûlée crafted by chef selva sunitha this limitedtime experience is not to be missed marina mall chennai ndth april book your table on the barbeque nation app or website marabumanam barbequenation chennaieats tamilcuisine,77,503,115.0,0.00527498738589973
1428080000000000.0,BarbequeNation,"Asli Marathi swaad, straight from the Konkan coast 🌴🔥

Chef Shraddha Palande brings you a celebration of authentic Maharashtrian flavours — from kokum-infused starters to rich Malvani curries.

No shortcuts. Just real, regional recipes done right.

📍 Westend Mall, Aundh, Pune
📅 24th – 28th April

Pune, तुमचं जेवण तयार आहे ❤️

Book your table on the Barbeque Nation app or website!

#BarbequeNation #MarathiCuisine #KonkanFood #PuneFoodies #MalvaniFlavours",2026-04-20 15:29:42+00:00,49,1.0,2,13585.0,5488.0,https://www.facebook.com/reel/992891846504275/,No Link,2026,April,Monday,15,asli marathi swaad straight from the konkan coast chef shraddha palande brings you a celebration of authentic maharashtrian flavours from kokuminfused starters to rich malvani curries no shortcuts just real regional recipes done right westend mall aundh pune th th april pune तमच जवण तयर आह book your table on the barbeque nation app or website barbequenation marathicuisine konkanfood punefoodies malvaniflavours,61,413,52.0,0.003827751196172249
1426220000000000.0,BarbequeNation,"Vanakkam Chennai! 🌴✨
Chef Selva Sunitha is inviting you to experience Marabu Manam — a soulful celebration of Tamil roots infused with bold Sri Lankan flavours 🇮🇳🤝🇱🇰

From nostalgic aromas to reimagined classics, this is where tradition meets fire, spice, and storytelling on a plate 🔥🍢

📍 Marina Mall, Chennai
📅 22nd – 26th April, 2026

Come hungry. Leave with memories. ❤️
Book you table on the Barbeque Nation app or website. 

#MarabuManam #BarbequeNation #Chennai #SouthIndianCuisine #SriLankan",2026-04-18 08:49:35+00:00,27,0.0,1,10355.0,1767.0,https://www.facebook.com/reel/1660849748264349/,No Link,2026,April,Saturday,8,vanakkam chennai chef selva sunitha is inviting you to experience marabu manam a soulful celebration of tamil roots infused with bold sri lankan flavours from nostalgic aromas to reimagined classics this is where tradition meets fire spice and storytelling on a plate marina mall chennai nd th april come hungry leave with memories book you table on the barbeque nation app or website marabumanam barbequenation chennai southindiancuisine srilankan,68,448,28.0,0.002704007725736359
1425280000000000.0,BarbequeNation,"“Ghar ki yaad nahi aayi tujhe, Jassi?” 👀❤️

Aayi hogi… bas taste nahi mila hoga.

Ab milega. 🤌🔥
Presenting The Konkan Spice Table — jahan har bite mein hai ghar ka swaad, coastal masalon ka pyaar, aur asli Maharashtrian warmth. 🍲✨

Chef Shraddha Palande la rahi hain woh recipes… jo sirf khaane nahi, yaadein hain.

📍 Westend Mall, Aundh, Pune
📅 24th – 28th April

Book now on the Barbeque Nation app or website.",2026-04-17 06:00:08+00:00,28,0.0,2,9747.0,2530.0,https://www.facebook.com/reel/1496150798541493/,No Link,2026,April,Friday,6,ghar ki yaad nahi aayi tujhe jassi aayi hogi bas taste nahi mila hoga ab milega presenting the konkan spice table jahan har bite mein hai ghar ka swaad coastal masalon ka pyaar aur asli maharashtrian warmth chef shraddha palande la rahi hain woh recipes jo sirf khaane nahi yaadein hain westend mall aundh pune th th april book now on the barbeque nation app or website,67,369,30.0,0.0030778701138811943
1424900000000000.0,BarbequeNation,"Bengaluru, your coastal getaway just arrived 🌴🌊

Dive into Malabar & Beyond — a limited-time coastal food festival curated by MasterChef Winner Mohammed Ashiq 👨‍🍳🔥
From rich Fish Curries to indulgent Squid Ghee Roast, every bite is a journey down the coast.

📍 Lulu Global Mall, Bengaluru
📅 25th – 29th April 2026

Come hungry. Leave coastal. 😉

Book your table now on the Barbeque Nation app or website. 

#MalabarAndBeyond #BarbequeNation #ChefAshiq #MasterChefIndia #CoastalCuisine",2026-04-16 17:17:27+00:00,22,1.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0363U2iZDwTobqUA5ht6G2rmS7oVTuLGLrPdm9QG1yWxUQQbKnBoQ9Gq1cbvZmyfBl,No Link,2026,April,Thursday,17,bengaluru your coastal getaway just arrived dive into malabar beyond a limitedtime coastal food festival curated by masterchef winner mohammed ashiq from rich fish curries to indulgent squid ghee roast every bite is a journey down the coast lulu global mall bengaluru th th april come hungry leave coastal book your table now on the barbeque nation app or website malabarandbeyond barbequenation chefashiq masterchefindia coastalcuisine,65,436,23.0,0.0
1424860000000000.0,BarbequeNation,"Bengaluru, your coastal getaway just arrived 🌴🌊

Dive into Malabar & Beyond — a limited-time coastal food festival curated by MasterChef Winner Mohammed Ashiq 👨‍🍳🔥
From rich Fish Curries to indulgent Prawn Ghee Roast, every bite is a journey down the coast.

📍 Lulu Global Mall, Bengaluru
📅 25th – 29th April 2026

Come hungry. Leave coastal. 😉

Book your table now 👉 www.barbequenation.com

#MalabarAndBeyond #BarbequeNation #ChefAshiq #MasterChefIndia #CoastalCuisine",2026-04-16 16:20:57+00:00,20,0.0,1,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid0ZFv7Gq2yNMuBitFAKwjVsLL6kjwvKpLCCgf5Yuz6pqbBcxhWyN7ymWr11V2hGHz6l,http://www.barbequenation.com/,2026,April,Thursday,16,bengaluru your coastal getaway just arrived dive into malabar beyond a limitedtime coastal food festival curated by masterchef winner mohammed ashiq from rich fish curries to indulgent prawn ghee roast every bite is a journey down the coast lulu global mall bengaluru th th april come hungry leave coastal book your table now malabarandbeyond barbequenation chefashiq masterchefindia coastalcuisine,58,398,21.0,0.0
1423660000000000.0,BarbequeNation,"Pune, an experience worth slowing down for. ✨

Presenting The Konkan Spice Table 🍲
A refined celebration of Maharashtrian cuisine—where coastal flavours meet timeless tradition, brought together with thoughtful finesse.

Curated by Chef Shraddha Palande 👩‍🍳 (Times Power Food Creator, 2026), this limited-time menu captures the depth, warmth, and quiet elegance of Konkan’s culinary heritage.

📍 Westend Mall, Aundh, Pune
📅 24th – 28th April

An intimate journey of flavour awaits.
Reserve your table on the Barbeque Nation app or website.

#KonkanSpiceTable #MaharashtrianCuisine #PuneDining #BarbequeNation",2026-04-15 09:01:18+00:00,19,1.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid02QsbvB8JPuaZrHP7EcNJWAo2rfR2EFroK8HzqpVDAKBtFPM5fa9CK2EEhwwMLc5EPl,No Link,2026,April,Wednesday,9,pune an experience worth slowing down for presenting the konkan spice table a refined celebration of maharashtrian cuisinewhere coastal flavours meet timeless tradition brought together with thoughtful finesse curated by chef shraddha palande times power food creator this limitedtime menu captures the depth warmth and quiet elegance of konkans culinary heritage westend mall aundh pune th th april an intimate journey of flavour awaits reserve your table on the barbeque nation app or website konkanspicetable maharashtriancuisine punedining barbequenation,78,558,20.0,0.0
1421430000000000.0,BarbequeNation,"Marabu Manam arrives in Chennai!
A celebration of Tamil flavours, reimagined with depth, fire & soul of Sri Lanka. 

Curated by Chef Selva Sunitha — MasterChef India Season 1 Top 7 

This limited-time pop-up brings together coastal influences, bold spice profiles, and stories rooted in tradition, served with a contemporary edge.

📍 Marina Mall, Chennai
📅 22nd – 26th April, 2026

👉 Book now on the Barbeque Nation app or website

#MarabuManam #BarbequeNation #Chennai",2026-04-12 14:45:38+00:00,16,1.0,0,0.0,0.0,https://www.facebook.com/BarbequeNation/posts/pfbid012gCdCdZEUk7pYSXgHeejbZnhdyHuZRgGVo4HhBYRsZCqdmtaLgJqfXDzgFoNyqbl,No Link,2026,April,Sunday,14,marabu manam arrives in chennai a celebration of tamil flavours reimagined with depth fire soul of sri lanka curated by chef selva sunitha masterchef india season top this limitedtime popup brings together coastal influences bold spice profiles and stories rooted in tradition served with a contemporary edge marina mall chennai nd th april book now on the barbeque nation app or website marabumanam barbequenation chennai,65,422,17.0,0.0
1420230000000000.0,BarbequeNation,"That one senior who just can’t stay out of the frame 😂🧤

Tag the “supervisor” of your group who can’t sit still.",2026-04-11 04:30:15+00:00,95,6.0,4,31793.0,13642.0,https://www.facebook.com/reel/1480649326901472/,No Link,2026,April,Saturday,4,that one senior who just cant stay out of the frame tag the supervisor of your group who cant sit still,21,103,105.0,0.0033026137829081873
