id,title,description_text,channelName,channelId,viewCount,likes,commentsCount,date,url,processed_at
y62h1-LJkR4,History of Barbeque Nation,"The history of Barbeque Nation growing across the 11 years.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,9092,118,3,2017-06-06T10:22:03.000Z,https://www.youtube.com/watch?v=y62h1-LJkR4,2026-07-30 07:08:28
YZrj6S8rUec,BN - GPTW 2017,"Barbeque Nation stood 36th Place in Great Place to Work 2017

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.
Barbequenation restaurants",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,234,7,1,2017-07-03T13:55:35.000Z,https://www.youtube.com/watch?v=YZrj6S8rUec,2026-07-30 07:08:28
1Jaj38dYTdw,10 Year Anniversary Celebrations,"Marking the celebrations of the 10 Year Anniversary of Barbeque Nation, the team wishes you all 'A Happy Decade Anniversary' and 'All the Best' to all the employees.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,3791,39,1,2016-01-20T05:30:40.000Z,https://www.youtube.com/watch?v=1Jaj38dYTdw,2026-07-30 07:08:28
VXCdH6kPZJM,"Barbeque Nation - KNK Road, Chennai","If trying good food is your new year’s resolution, we have a reason so you stick to it! Barbeque Nation is now at KNK Road, Chennai too.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,2341,6,0,2016-01-18T05:04:42.000Z,https://www.youtube.com/watch?v=VXCdH6kPZJM,2026-07-30 07:08:28
USAp2dO5gLY,Blue Nation With Barbeque Nation - Get ready to Fire Up The Game!,"#BlueNationWithBBQNation is now LIVE. Play & Win #BarbequeNation coupons every time you play.

Head over to https://www.barbequenation.com/bluenation/

Its time to #TurnYourBlueSideOn!

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,176,1,0,2019-07-04T12:39:22.000Z,https://www.youtube.com/watch?v=USAp2dO5gLY,2026-07-30 07:08:28
OpuXSvuIF9w,Blue Nation With Barbeque Nation - Get ready to Fire Up The Game!,"Get ready to play, earn and win this cricket season

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,104,1,1,2019-06-03T15:28:21.000Z,https://www.youtube.com/watch?v=OpuXSvuIF9w,2026-07-30 07:08:28
UefQYincWH0,Bollywood Loves Bappi Da & Bappi Da Loves Barbeque Nation - Short Clip 2,"Presenting the official Bollywood Disco Carnival anthem by the King of Disco 'Bappi Da'.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1071,6,0,2015-12-18T07:13:40.000Z,https://www.youtube.com/watch?v=UefQYincWH0,2026-07-30 07:08:28
5WsUL5Jsp28,Barbeque Nation now @ Siliguri,"Come to Barbeque Nation and savour the best of grills and a large buffet spread, where you can feast unlimited. Siliguri we have opened our door to you.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1683,27,4,2019-06-26T04:08:52.000Z,https://www.youtube.com/watch?v=5WsUL5Jsp28,2026-07-30 07:08:28
Fl_Wlg4EjwA,Bollywood Loves Bappi Da & Bappi Da Loves Barbeque Nation - Short Clip 1,"Disco Barbeque song by Bappi Da.

Barbeque Nation's tribute to the golden era of 'Bollywood Disco' & the 'King of Disco' Bappi Da. Short film.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1258,5,0,2015-12-17T02:27:33.000Z,https://www.youtube.com/watch?v=Fl_Wlg4EjwA,2026-07-30 07:08:28
sVOGJnKzqSU,Delicious Mutton Seekh kebab and Yummy Chicken drumsticks,"A perfect blend of spices that will tingle your taste buds. Try out Mutton seekh kebab cooked to perfection and tender chicken drumsticks char-grilled with our secret spices.

 Book your table to feast unlimited- https://bookings.barbequenation.com/

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,138,0,0,2019-11-04T11:45:26.000Z,https://www.youtube.com/watch?v=sVOGJnKzqSU,2026-07-30 07:08:28
ZDnZ9fJC3vE,Barbeque Nation coming soon at Ampa mall(Chennai),"Vanakkam Chennai, we are adding another gem to our crown. Barbeque Nation is opening soon  its 8th outlet in Chennai. You will soon feast on unlimited grills at our new outlet.
Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,549,4,0,2019-11-07T11:45:36.000Z,https://www.youtube.com/watch?v=ZDnZ9fJC3vE,2026-07-30 07:08:28
b30m114j1T0,Barbeque Nation - Nashik,"Take all your senses on a delicious tour at Barbeque Nation’s new outlet in Nashik ‪

Address – 2nd Floor, City Centre Mall, Sambaji Chowk, Lawate Nagar, Banyan Square, Untwadi, Nashik, Maharashtra 422009
For Reservations - 0253-6060008

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,8025,32,0,2015-11-20T10:46:35.000Z,https://www.youtube.com/watch?v=b30m114j1T0,2026-07-30 07:08:28
zO0M7OIa92o,Barbeque Nation - Velachery,"Chennai get ready to add another address for your favourite restaurant. Barbeque Nation is now also at Velechery. 

Address - 1st Floor, The Grand Mall, 137, Dr. Seetharam Nagar, 1st Cross Street, Velachery - Tambaram High Road, Velachery, Chennai – 600042

For reservations - 044-60600000

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,7222,13,2,2015-11-24T05:28:44.000Z,https://www.youtube.com/watch?v=zO0M7OIa92o,2026-07-30 07:08:28
m1yuTsfGhdU,Barbeque Nation - Bandra,"The queen of all suburbs now has the king of all grills. Barbeque Nation is now serving Bandra too.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,4035,14,1,2015-11-23T06:22:01.000Z,https://www.youtube.com/watch?v=m1yuTsfGhdU,2026-07-30 07:08:28
Xbbzr7L1o-I,Barbeque Nation Opening Soon @ Gajuwaka,"Tender, succulent chicken and melting away in your mouth. Need more reasons to visit Barbeque Nation?

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,943,10,5,2019-06-26T04:29:02.000Z,https://www.youtube.com/watch?v=Xbbzr7L1o-I,2026-07-30 07:08:28
W79GmFBnn9s,Now in Vijayawada! #‎comefeastwithus,"The magic of grills is all set to mesmerise Vijayawada. Don’t you think it’s the perfect time to ‪#‎comefeastwithus‬?

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1063,5,0,2015-07-09T10:54:37.000Z,https://www.youtube.com/watch?v=W79GmFBnn9s,2026-07-30 07:08:28
xRSrgeBx34E,Barbeque Nation - Mulund,"Mumbai, keep some extra space in your tummy ready to gorge on our delicious grills! Barbeque Nation is now serving Mulund. 

Address - 2nd Floor, R Mall, L.B.S. Marg, opposite to Richardson and Cruddas, Mulund West, Mumbai, Maharashtra 400080
For Reservation - 022-60600000
Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,6051,12,1,2015-11-20T10:41:54.000Z,https://www.youtube.com/watch?v=xRSrgeBx34E,2026-07-30 07:08:28
Z9sV6dXhEmE,Barbeque Nations Spl 15 20151030184319 News9,"Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,640,1,0,2015-11-16T10:42:23.000Z,https://www.youtube.com/watch?v=Z9sV6dXhEmE,2026-07-30 07:08:28
7zBxkqsZ6q0,Bappi Lahiri – Disco Barbeque,"Barbeque Nation presents “Bollywood Disco Carnival” a tribute to the golden era of Bollywood disco. #DiscoBarbeque

Singer & Composer - Bappi Da
Lyricist - PlanB Team
Producer - Barbeque Nation

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,392102,976,41,2015-12-16T15:45:52.000Z,https://www.youtube.com/watch?v=7zBxkqsZ6q0,2026-07-30 07:08:28
wv2ouc46t2o,"#Kolkata, here we meet again!","‪Barbeque Nation opens its second store in the cultural capital of India. #‎comefeastwithus now!
New Outlet - #24, 1st Floor, Park Center Building, Park Street, Kolkata 700016. Phone Number: 033 6060 000

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,345,0,0,2015-07-08T13:00:17.000Z,https://www.youtube.com/watch?v=wv2ouc46t2o,2026-07-30 07:08:28
duJL-WybgMY,A very Happy Diwali from Barbeque Nation,"When was the last time your entire family got together for a celebration? 
This Diwali, book your table for unlimited food, festivities and family time at Barbeque Nation!

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  

Book your table to feast unlimited-https://bookings.barbequenation.com/",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,23185,10,0,2019-10-25T10:06:53.000Z,https://www.youtube.com/watch?v=duJL-WybgMY,2026-07-30 07:08:28
nWSWNNulnYo,Barbeque Nation Food Fest 20151029224630 Suvarna TV,"Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,536,0,0,2015-11-14T11:25:17.000Z,https://www.youtube.com/watch?v=nWSWNNulnYo,2026-07-30 07:08:28
8_EgRPhMVEU,Different festivals same destination @Barbequenation,"Festive season is on. Barbeque Nation will help you in making these days more memorable by spreading happiness. Come and feast unlimited with your family and friends.

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation   

Book your table to feast unlimited-https://bookings.barbequenation.com/",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,32164,8,1,2019-10-29T07:06:02.000Z,https://www.youtube.com/watch?v=8_EgRPhMVEU,2026-07-30 07:08:28
EMwEvoisCfw,Kurla Barbeque Nation,"Kurla gets a new landmark. What can stop you from getting to ‪#‎comefeastwithus‬?

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,15706,17,0,2015-04-15T07:01:56.000Z,https://www.youtube.com/watch?v=EMwEvoisCfw,2026-07-30 07:08:28
LNwTNwM844k,Vizag - Celebrate with Barbeque Nation,"Vizag is on our foodie map too! ‪#‎comefeastwithus‬

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,12352,8,0,2015-04-15T07:08:37.000Z,https://www.youtube.com/watch?v=LNwTNwM844k,2026-07-30 07:08:28
qq3TPjZ3WbQ,Barbeque Nation Food Fest 20151029191115 Praja TV,"Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,585,1,0,2015-11-14T11:22:05.000Z,https://www.youtube.com/watch?v=qq3TPjZ3WbQ,2026-07-30 07:08:28
_Rp-iqUPV-k,"Barbeque Nation - Rajajinagar, Bangalore","Bangaloreans, it’s time you greet the best grill expert in town! Barbeque Nation is now open at Rajajinagar too.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,11424,23,2,2016-01-04T07:44:38.000Z,https://www.youtube.com/watch?v=_Rp-iqUPV-k,2026-07-30 07:08:28
pw7bJlx8CwY,Raipur Barbeque Nation,"Yo foodies in Raipur! It’s time you guys ‪#‎comefeastwithus‬ on and on…

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,6985,10,0,2015-04-15T07:08:12.000Z,https://www.youtube.com/watch?v=pw7bJlx8CwY,2026-07-30 07:08:28
LI0Rp3kuqv0,Spice up your palate at Barbeque Nation,Barbeque Nation is serving your favourite Chicken drumstick with a perfect blend of spices to make your Sunday sorted. Book your table now to feast unlimited- http://bit.ly/2kW7qsv,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,131,1,0,2019-10-11T11:58:38.000Z,https://www.youtube.com/watch?v=LI0Rp3kuqv0,2026-07-30 07:08:28
FeJ5Uq0CUFM,Whats your Pick ?,There are some who love prawns and some who love chicken. What’s your pick between the two? You can savour both of them at Barbeque Nation. Come feast unlimited.,Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,41,2,1,2019-10-23T10:44:19.000Z,https://www.youtube.com/watch?v=FeJ5Uq0CUFM,2026-07-30 07:08:28
oO_XLZN11GE,Barbeque Nation Kitchen Carnival Express,"The Kitchen Carnival Express is here! Hop aboard at your nearest Barbeque Nation in Delhi between July 31st to August 11th. Experience a unique pan-Indian culinary journey featuring 32 dishes from across the country.
Coming soon to other cities.
Follow us at   / barbequenation   for more information.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,10648,47,1,2013-08-06T08:32:09.000Z,https://www.youtube.com/watch?v=oO_XLZN11GE,2026-07-30 07:08:28
ignFhZLtIfk,"Barbeque Nation at Fun mall, Coimbatore","Come to Barbeque Nation and savour the best of grills and a wide buffet spread, where you can feast unlimited. Coimbatore we have opened our second outlet at fun mall for our patrons.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,2226,23,3,2019-10-09T13:12:21.000Z,https://www.youtube.com/watch?v=ignFhZLtIfk,2026-07-30 07:08:28
7n85cpgRCGo,Barsha Rani Bishaya @ Barbeque Nation Guwahati,"Celebrated and famous bihu dancer Barsha Rani Bishaya at Barbeque Nation Guwahati.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,2439,14,0,2014-03-12T06:12:27.000Z,https://www.youtube.com/watch?v=7n85cpgRCGo,2026-07-30 07:08:28
FW81__4kRrk,Juicy Gulab Jamun and Crispy Jalebi,"Make your Sunday get better.
Indulge into the choicest of juicy Gulab jamun & crispy Jalebi only at Barbeque Nation.

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  

Book your table to feast unlimited-https://bookings.barbequenation.com/",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,559,8,0,2019-10-23T10:51:40.000Z,https://www.youtube.com/watch?v=FW81__4kRrk,2026-07-30 07:08:28
0ENdbCvNFng,Barbeque Nation Feisty Prawns,"Prawns so good and grilled to perfection, they would surly tingle your taste buds. Come feast unlimited at Barbeque Nation. Book your table now - http://bit.ly/2Km5fJ0

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.
Barbequenation restaurants",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1850,9,0,2019-09-30T06:53:16.000Z,https://www.youtube.com/watch?v=0ENdbCvNFng,2026-07-30 07:08:28
5rBXqU4ZNBk,Barbeque Nation now open at Panipat,"Come to Barbeque Nation and savour the best of grills and a wide buffet spread, where you can feast unlimited. Panipat we have opened our door for our patrons.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,415,7,1,2019-09-13T13:37:40.000Z,https://www.youtube.com/watch?v=5rBXqU4ZNBk,2026-07-30 07:08:28
gJSqq3xbGdc,Barbeque Nation coming soon at Kondapur,"In Hyderabad, we are adding another gem to our crown. Barbeque Nation is soon opening its 6th outlet in Hyderabad. You will soon feast on unlimited grills at our new outlet.

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,131,2,0,2019-09-13T13:30:26.000Z,https://www.youtube.com/watch?v=gJSqq3xbGdc,2026-07-30 07:08:28
vJtEEUUx4Oc,Barbeque Nation coming soon in Coimbatore,"Vanakkam Coimbatore, we are adding another gem to our crown. Barbeque Nation is soon opening its 2nd outlet in Coimbatore. You will soon feast on unlimited grills at our new outlet .

Barbeque Nation was founded in 2006 with a simple vision – offering a complete dining experience to customers at affordable prices.
One of the most successful casual dining chains in India, Barbeque Nation pioneered the concept of live grills embedded under dining tables – allowing customers to grill their own barbecue’s right at their tables.
 
Barbeque Nation has the widest Buffet with more than 100 dishes being served in the menu. This operation has started at Lokhandwala outlet & has spread to major outlets in the country.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,201,4,0,2019-09-17T10:02:25.000Z,https://www.youtube.com/watch?v=vJtEEUUx4Oc,2026-07-30 07:08:28
FQ2mztASKb0,Usha Uthup X Barbeque Nation_ One Two Cha Cha,"is the season to groove to some Indi-pop and savour unlimited grills.
Stay tuned as we bring the best of both worlds to the BBQ Nation outlet near you.

Book your table to feast unlimited- https://bookings.barbequenation.com/

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1171,19,0,2019-12-19T17:48:25.000Z,https://www.youtube.com/watch?v=FQ2mztASKb0,2026-07-30 07:08:28
IOfbtwA5iDM,New Dessert Launch: Balushahi,"Now serving at Barbeque Nation, Balushahi soaked in a sugary glaze, and with the perfect balance of crunch and sweetness. Don’t forget to savour this new offering in your next Barbeque Nation party.

[Balushahi, Indian sweet, traditional, flaky, golden, crunchy, Indian cuisine, Try, visit now, Foodie, food love, sweet, delicious dessert, party food, sweet treat, indulge]",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,514,6,1,2024-12-28T07:28:56.000Z,https://www.youtube.com/shorts/IOfbtwA5iDM,2026-07-30 07:08:28
0VX-8Zp9v08,Jhoom BBQ Jhoom Kebabi,"The party anthem of the season is out! And it’s filled with grooves, grills and much more.
Head to the BBQ Nation outlet near you to be a part of our Jhoom BBQ Jhoom celebrations.

Book your table to feast unlimited- https://bookings.barbequenation.com/

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,184566,0,16,2019-12-20T05:53:50.000Z,https://www.youtube.com/watch?v=0VX-8Zp9v08,2026-07-30 07:08:28
DiUouVtRcT0,Barbeque Nation X JBJ _ Nache Nache,"Wondering how to kick-start this Sunday? Usha Uthup has the perfect answer for you.
Head to a Barbeque Nation outlet near you for a day filled with grooves and grills.

Book your table to feast unlimited- https://bookings.barbequenation.com/

Follow us on-
Facebook-  / barbequenation  
Instagram-  / barbequenation  
Twitter-  / barbequenation  ",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,628,7,0,2019-12-23T08:20:05.000Z,https://www.youtube.com/watch?v=DiUouVtRcT0,2026-07-30 07:08:28
6VXwKEYyAyA,Barbeque Nation X Usha Uthup _Jhoom BBQ Jhoom,"What's a Sunday without some good fun?​

Head to a BBQ Nation outlet near you to jhoom and binge like no one's watching.",Barbeque Nation,UCA-ACmkbdLdSePOPckbq18A,1862,18,0,2019-12-29T03:26:43.000Z,https://www.youtube.com/watch?v=6VXwKEYyAyA,2026-07-30 07:08:28
