id,type,productType,shortCode,url,timestamp,caption,likesCount,commentsCount,videoViewCount,videoPlayCount,ownerUsername,ownerFullName,ownerId,locationName,isCommentsDisabled,isPinned,hashtags,mentions,processed_at
3.86423E+18,Video,clips,DWgfLOpDdfu,https://www.instagram.com/p/DWgfLOpDdfu/,2026-03-30T11:54:16.000Z,"Monali, from Assam, joined Barbeque Nation in 2022—and in just 3.5 years, has carved her journey across bakery, display, and live kitchen, now thriving as a cuisine chef.

Through every challenge, it was the people who stood by her teaching, supporting, and growing together. Because sometimes, a workplace becomes more than just work it becomes your biggest strength.

At Barbeque Nation, we are proud to have strong, determined, and inspiring women like Monali who are building their own paths, one step at a time.

To every girl out there your journey may begin with uncertainty, but it can lead to something powerful. 💪

#WomenInHospitality #BarbequeNation #SheAte",110,8,5315,32446,barbequenation,Barbeque Nation,506635909,,FALSE,,"WomenInHospitality, BarbequeNation, SheAte",,26-07-2026 11:49
3.88946E+18,Video,clips,DX6IkJxBHF7,https://www.instagram.com/p/DX6IkJxBHF7/,2026-05-04T07:28:29.000Z,"Hyderabad 🤝 Mexico — a bold, flavour-packed match 🔥🌮

Smoky grills, zesty salsas, and spice in every bite — where tandoor meets tortilla and cultures collide deliciously 🌶️✨

⏳ Just 2 days to go for the Mirchi Mexicano pop-up!

📍 Nexus Hyderabad Mall, 4th floor, Kukatpally, Hyderabad
📅 6th – 10th May

#MirchiMexicano #Hyderabad #Mexican #BarbequeNation",210,8,13637,60705,barbequenation,Barbeque Nation,506635909,,FALSE,,"MirchiMexicano, Hyderabad, Mexican, BarbequeNation",,26-07-2026 11:49
3.86184E+18,Image,feed,DWYBkfxDFme,https://www.instagram.com/p/DWYBkfxDFme/,2026-03-27T05:00:00.000Z,"Navratri is as much about the shared smiles as it is about the prayers. 🥘💛

Celebrate the spirit of these nine nights with a feast that brings everyone closer. Because the best part of any festival is the family gathered around the table.

( Barbeque Nation, Navratri, Feast, Fasting, Grills, Vibes )",54,3,,,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.86277E+18,Video,clips,DWbTz-nEmeY,https://www.instagram.com/p/DWbTz-nEmeY/,2026-03-28T11:38:38.000Z,"Chef @ankigudiya, from Himachal and now a proud part of Barbeque Nation, Sona Road, is a reflection of what happens when determination meets opportunity. With every passing day, she’s turned fear into confidence, and effort into excellence.

At Barbeque Nation, we don’t just build teams—we build people. And we are incredibly proud to have strong, resilient, and exemplary women like Chef Ankita shaping our kitchens and inspiring everyone around them.

To every girl watching—there is no role you cannot step into, no space you cannot own.

#WomenInHospitality #BarbequeNation #SheAte",119,5,5697,40001,barbequenation,Barbeque Nation,506635909,,FALSE,,"WomenInHospitality, BarbequeNation, SheAte",ankigudiya,26-07-2026 11:49
3.8779E+18,Video,clips,DXRFCbHAZ47,https://www.instagram.com/p/DXRFCbHAZ47/,2026-04-18T08:49:14.000Z,"Vanakkam Chennai! 🌴✨
Chef Selva Sunitha is inviting you to experience Marabu Manam — a soulful celebration of Tamil roots infused with bold Sri Lankan flavours 🇮🇳🤝🇱🇰

From nostalgic aromas to reimagined classics, this is where tradition meets fire, spice, and storytelling on a plate 🔥🍢

📍 Marina Mall, Chennai
📅 22nd – 26th April, 2026

Come hungry. Leave with memories. ❤️
Book your table on the Barbeque Nation app or website. 

#MarabuManam #BarbequeNation #Chennai #SouthIndianCuisine #SriLankan",703,14,23002,96043,barbequenation,Barbeque Nation,506635909,,FALSE,,"MarabuManam, BarbequeNation, Chennai, SouthIndianCuisine, SriLankan",,26-07-2026 11:49
3.85745E+18,Sidecar,carousel_container,DWIaZ35jUxy,https://www.instagram.com/p/DWIaZ35jUxy/,2026-03-21T03:30:00.000Z,"The era of Old Mughlai heritage arrives in Ahmedabad. 🥘👑

Prepare for a royal takeover as Chef Yashita brings Shahi Zaika to Barbeque Nation. Indulge in a specially curated menu featuring Awadhi Murgh Biryani, Shahi Tukda, and more each crafted with the precision and soul of the past.

📍 Venue: Nexus One Mall, Ahmedabad

📅 Date: 3rd – 9th April, 2026

Experience the soul of an Old Mughlai Culinary Heritage.

In collaboration with @chefp.in

Book your table now on the Barbeque Nation website or app.

#barbeque_nation #foodpopup #chefyashita #mughlaifood",194,33,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbeque_nation, foodpopup, chefyashita, mughlaifood",chefp.in,26-07-2026 11:49
3.86571E+18,Image,feed,DWlw2xvjTXF,https://www.instagram.com/p/DWlw2xvjTXF/,2026-04-01T13:06:15.000Z,"This is your sign to take a break… 🍫and indulge in unlimited desserts at Barbeque Nation 😌🍰

#barbequenation #kitkat #unlimitedbuffet #desserts",543,18,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, kitkat, unlimitedbuffet, desserts",,26-07-2026 11:49
3.86066E+18,Image,feed,DWT08I-DE2x,https://www.instagram.com/p/DWT08I-DE2x/,2026-03-25T13:53:49.000Z,"Your city is about to get loaded with new flavors! 🥗🔥

Get ready for a massive culinary takeover as MasterChef winners and experts bring their signature touch to your favorite table. From the royal lanes of Old Dilli to the soulful tastes of the South, this April is all about “Barbeque Vibes.”

• Ahmedabad: Chef Yashita Agarwal
• Bengaluru: Chef Mohammed Ashiq
• Chennai: Chef Selva Sunitha

Coming soon to your city... Stay tuned!",65,3,,,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.88356E+18,Sidecar,carousel_container,DXlKiO4kqrg,https://www.instagram.com/p/DXlKiO4kqrg/,2026-04-26T04:00:53.000Z,"Mirchi Mexicano is here! 🇮🇳🤝🇲🇽
A bold, flavour-packed celebration where Hyderabad’s spice meets the soul of Mexico—crafted to excite every bite.

Featuring Chef Kanak Khathuria (MasterChef India S1 Top 12)
✨ Expect vibrant flavours, smoky grills, and a menu that’s anything but ordinary

📍 Nexus Mall Kukatpally, Hyderabad
📅 6th – 10th May, 2026

This is not just a meal—it’s a cross-cultural fiesta you don’t want to miss 💃🌮

Book now on the Barbeque Nation app or website

#MirchiMexicano #HyderabadEats #BarbequeNation #FoodFestival #MexicanFlavours",147,7,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"MirchiMexicano, HyderabadEats, BarbequeNation, FoodFestival, MexicanFlavours",,26-07-2026 11:49
3.86933E+18,Video,clips,DWynV6bDYcS,https://www.instagram.com/p/DWynV6bDYcS/,2026-04-06T12:52:06.000Z,"Experience the flavors that Ahmedabad can’t stop talking about! 🥘🌟

Our guests at Nexus One Mall have spoken! The standout stars of Shahi Zaika from the “excellent” Badami Shorba 
 to the unique Vegetarian Nihari are winning hearts across the city. 
Chef Yashita invites you to taste the heritage of Old Dilli, crafted with the same precision and love that made these dishes legendary.

Don’t just take our word for it come see why our guests are calling it an “unforgettable” feast!

📍 Venue: Nexus One Mall, Ahmedabad

📅 Date: 3rd – 9th April, 2026

Treat yourself to a legacy of flavor.

Reserve your table now via the Barbeque Nation app or the link in our bio.",334,19,15035,58631,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.8504E+18,Video,clips,DVvXCPSErD5,https://www.instagram.com/p/DVvXCPSErD5/,2026-03-11T10:00:42.000Z,"🔥✨ It’s Tikka Time! ✨🔥
Smoky, juicy, straight-off-the-grill Chicken Tikka that sparks endless conversations.

One of the most loved starters at the table, and the perfect excuse for team bonding!

Find your reason to meet at Barbeque Nation.
Kyon ki milne ki bhookh acchi bhookh hai. 🤗

#MilneKiBhookh #BarbequeNation",228,26,12083,68952,barbequenation,Barbeque Nation,506635909,,FALSE,,"MilneKiBhookh, BarbequeNation",,26-07-2026 11:49
3.86406E+18,Video,clips,DWf4xTBEdXy,https://www.instagram.com/p/DWf4xTBEdXy/,2026-03-30T06:19:34.000Z,"Something BIG is grilling its way to your city this April… and trust us, you don’t want to miss this 🔥👀

Barbeque Nation VIBES is bringing together some of the finest culinary talent for an experience that’s loaded with bold flavours, limited-time dishes, and serious food FOMO. 🍢✨

✴️Chef Yashita Agarwal – Nexus One Mall, Ahmedabad
✴️Chef Mohammed Ashiq – Lulu Global Mall, Bengaluru
✴️Chef Selva Sunitha – Marina Mall, Chennai

Each chef is curating exclusive pop-up specials you won’t find on the regular menu — think unique takes, regional inspirations, and dishes crafted just for this moment.

This isn’t just a meal… it’s a limited-time vibe. And once it’s gone, it’s gone. ⏳🔥

📍 Coming soon to your city
👉 Stay tuned & be the first to experience it

#BarbequeNation #BNVibes #FoodFOMO #LimitedTimeOnly",229,9,12402,82213,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, BNVibes, FoodFOMO, LimitedTimeOnly",,26-07-2026 11:49
3.84884E+18,Video,clips,DVp033HDLAy,https://www.instagram.com/p/DVp033HDLAy/,2026-03-09T06:26:37.000Z,"Chef Suvarna Vijay Bagul is bringing her signature flair to Barbeque Nation with a limited-time culinary pop-up. From the first sizzle to the final bite, experience a legacy of warmth and soul that has our guests saying, “It’s just that good!” 👑🍽️

Don’t miss this chance to taste the authentic yet innovative flavors of the South, curated by one of the best.

📍 Location: Barbeque Nation, Amanora Mall, Pune
📅 Date: 6th – 10th March, 2026
Experience the magic of the South!

Reserve a table now via the Barbeque Nation app or website! 

#barbequenation #foodpopup #southfood #chefsuvarna #southernsangamam",272,12,21074,74556,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, southfood, chefsuvarna, southernsangamam",,26-07-2026 11:49
3.87373E+18,Sidecar,carousel_container,DXCRMIamPCG,https://www.instagram.com/p/DXCRMIamPCG/,2026-04-12T14:45:27.000Z,"Marabu Manam arrives in Chennai!
A celebration of Tamil flavours, reimagined with depth, fire & soul of Sri Lanka. 

Curated by Chef Selva Sunitha — MasterChef India Season 1 Top 7 

This limited-time pop-up brings together coastal influences, bold spice profiles, and stories rooted in tradition, served with a contemporary edge.

📍 Marina Mall, Chennai
📅 22nd – 26th April, 2026

👉 Book now on the Barbeque Nation app or website

#MarabuManam #BarbequeNation #Chennai",553,45,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"MarabuManam, BarbequeNation, Chennai",,26-07-2026 11:49
3.87574E+18,Sidecar,carousel_container,DXJYLXVGLbh,https://www.instagram.com/p/DXJYLXVGLbh/,2026-04-15T09:01:11.000Z,"Pune, an experience worth slowing down for. ✨

Presenting The Konkan Spice Table 🍲
A refined celebration of Maharashtrian cuisine—where coastal flavours meet timeless tradition, brought together with thoughtful finesse.

Curated by Chef Shraddha Palande 👩‍🍳 (Times Power Food Creator, 2026), this limited-time menu captures the depth, warmth, and quiet elegance of Konkan’s culinary heritage.

📍 Westend Mall, Aundh, Pune
📅 24th – 28th April

An intimate journey of flavour awaits.
Reserve your table on the Barbeque Nation app or website.

#KonkanSpiceTable #MaharashtrianCuisine #PuneDining #BarbequeNation",224,23,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"KonkanSpiceTable, MaharashtrianCuisine, PuneDining, BarbequeNation",,26-07-2026 11:49
3.89158E+18,Video,clips,DYBpwy6hRdt,https://www.instagram.com/p/DYBpwy6hRdt/,2026-05-07T05:34:07.000Z,"May is about to taste different 🔥

Something exciting is hitting your city—bold flavours, fresh ideas, and chefs you’ll want to keep an eye on 👀🍢

👨‍🍳 Chef Kenneth Gopinath — Bengaluru
👩‍🍳 Chef Kanak Khathuria — Hyderabad
👨‍🍳 Chef Anshmeet Singh — Chandigarh

From Bengaluru to Hyderabad to Chandigarh, we’re bringing together new culinary vibes that are anything but ordinary.

Get ready to discover, indulge, and keep coming back for more.

📍 Coming soon to your city

Book your table on Barbeque Nation app or website.

#BarbequeNation #Vibes #ComingSoon",144,14,6624,46676,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, Vibes, ComingSoon",,26-07-2026 11:49
3.85408E+18,Image,feed,DV8cM-ekmap,https://www.instagram.com/p/DV8cM-ekmap/,2026-03-16T11:54:54.000Z,"Where there’s Chicken Tikka, conversations never stop. 🔥
The perfect recipe for team bonding!

Find your reason to meet at Barbeque Nation. 
Kyonki Milne Ki Bhookh, Acchi Bhookh Hai. ❤️

#MilneKiBhookh #BarbequeNation",52,2,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"MilneKiBhookh, BarbequeNation",,26-07-2026 11:49
3.84694E+18,Video,clips,DVjEbmgDD9K,https://www.instagram.com/p/DVjEbmgDD9K/,2026-03-06T15:26:37.000Z,"Caption :-
MUST VISIT @barbequenation soon ❤️
Big Buffet :-
📍 Location: 
💰 Lunch Price: ₹399 only
🍲 Menu: 30+ Veg & Non-Veg Dishes
🔥 Free Unlimited Sizzlers
🎉 Perfect Celebration Point (Birthdays, get-togethers & more)
📲 Extra Benefit: Cashback available on booking through the app
.
Location & contact details on reel screen 📺",3,7,14005,69099,kiaan._.sachdev,𝐊𝐢𝐰𝐢 & 𝐌𝐮𝐦𝐦𝐚,31472182762,,FALSE,,,barbequenation,26-07-2026 11:49
3.86761E+18,Video,clips,DWsfqzqAVAu,https://www.instagram.com/p/DWsfqzqAVAu/,2026-04-04T03:52:22.000Z,"Just delivering what “best hospitality” looks like 🔥😌

#barbequenation #explorepage #hospitalitystaff #fyp #trending",363,11,21370,76424,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, explorepage, hospitalitystaff, fyp, trending",,26-07-2026 11:49
3.84621E+18,Video,clips,DVgffzqDGqF,https://www.instagram.com/p/DVgffzqDGqF/,2026-03-05T15:26:33.000Z,"Step into a world of southern flavors with The Southern Sangam, an exclusive pop-up curated by MasterChef India’s own Chef Suvarna Vijay Bagul.

Witness the mastery behind the “Four Flavours of Dakshin” as Chef Suvarna brings her signature flair and soulful recipes to your table. It’s a limited-time celebration of South Indian heritage you won’t want to miss.

📍 Location: Barbeque Nation, Amanora Mall, Pune
📅 Date: 6th – 10th March, 2026

Experience the magic of the South!

Reserve a table now via the Barbeque Nation app or the link in our bio.

#barbequenation #foodpopup #southindianfood #masterchef #SouthernSangam",102,2,7258,37485,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, southindianfood, masterchef, SouthernSangam",,26-07-2026 11:49
3.84825E+18,Video,clips,DVnu2QIEp4Q,https://www.instagram.com/p/DVnu2QIEp4Q/,2026-03-08T10:54:14.000Z,"She ate doubt.
She ate fear.
She ate every “no” they served her.

And today, she runs the show and rules the grill. 🔥

This Women’s Day, we celebrate the women who bring the fire to Barbeque Nation every single day. 

#SheAte #WomensDay #BarbequeNation",261,1,6653,36355,barbequenation,Barbeque Nation,506635909,,FALSE,,"SheAte, WomensDay, BarbequeNation",,26-07-2026 11:49
3.84905E+18,Video,clips,DVqkEcYjIr-,https://www.instagram.com/p/DVqkEcYjIr-/,2026-03-09T13:20:32.000Z,"Experience Maharashtra like never before with Konkan to Kolhapur.

Chef Prachi Agarkar invites you to a specially curated feast at Barbeque Nation, bringing together the soul of the coastline and the warmth of the countryside. 

Come taste an amazing spread that celebrates the vibrant flavors of Maharashtra, from fresh coastal delicacies to the fiery spice of Kolhapur.

📍 Location: Barbeque Nation, Phoenix Marketcity, Kurla

📅 Date: 11th – 15th March, 2026
Come taste Maharashtra the way it’s meant to be!

Reserve a table now via the Barbeque Nation app or website! 

#barbequenation #foodpopup #ChefPrachiAgarkar #konkan",263,32,13240,69810,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, ChefPrachiAgarkar, konkan",,26-07-2026 11:49
3.86295E+18,Video,clips,DWb9MAyjcFb,https://www.instagram.com/p/DWb9MAyjcFb/,2026-03-28T17:40:19.000Z,"KEM CHO AMDAVAD!

Join Chef Yashita, an expert in Old Delhi Mughlai cuisine, as she brings alive the richness of Shahi Zaika – A Royal Mughlai Feast. 👑

And here’s what makes it truly special — indulge in rare & exquisite vegetarian Mughlai dishes, a side of Mughlai cuisine you don’t often get to experience. From indulgent gravies to delicately spiced kebabs, every bite is crafted to surprise. 🌿

📍 Venue: Nexus One Mall, Ahmedabad
📅 Dates: 3rd – 9th April, 2026

In collaboration with @chefp.in

👉 Book your table now on the Barbeque Nation website or app!

Ahmedabad food lovers | Amdavad food scene | Mughlai food festival | Veg Mughlai dishes | Fine dining Ahmedabad",230,43,11949,60057,barbequenation,Barbeque Nation,506635909,,FALSE,,,chefp.in,26-07-2026 11:49
3.83826E+18,Video,clips,DVEPHLREuRC,https://www.instagram.com/p/DVEPHLREuRC/,2026-02-22T16:04:05.000Z,"Discover the delicate flavours of Kashmiri Pandit cuisine with Chef Rajni Jinsi. ✨

From the light, aromatic comfort of Chicken Yakhni to the rich, soulful depth of Matsch (Mutton Kofta), each dish reflects generations of tradition and balance.

Join us at Riwaayat-e-Kashmir at Crown Interiorz Mall

🗓️ 23rd – 27th February
📍 Crown Interiorz Mall, Faridabad

Experience authentic flavours, thoughtfully prepared and beautifully presented.

#RiwaayateKashmir #KashmiriPandit #barbequenation
#faridabad",83,0,4332,28004,barbequenation,Barbeque Nation,506635909,,FALSE,,"RiwaayateKashmir, KashmiriPandit, barbequenation, faridabad",,26-07-2026 11:49
3.84954E+18,Video,clips,DVsTYgUDMvT,https://www.instagram.com/p/DVsTYgUDMvT/,2026-03-10T05:32:58.000Z,"Today is your last chance to experience the Southern Sangam! 🌶️⌛

Pune, the journey is coming to an end. Today is the final day to witness the “Four Flavours of Dakshin” curated by MasterChef India’s Chef Suvarna Vijay Bagul. If you haven’t tasted this bold, fire-kissed South Indian feast yet, now is the time!

Don’t let these authentic flavors slip away once the day is over, the legacy travels on. 🍛👑

📍 Location: Barbeque Nation, Amanora Mall, Pune
📅 Last Day: Today, 10th March, 2026

Savor the tradition before it’s gone!

Reserve a table now via the Barbeque Nation app or website! 

#barbequenation #foodpopup #southernsangam #chefsuvarna #pune",661,12,37093,96918,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, southernsangam, chefsuvarna, pune",,26-07-2026 11:49
3.84966E+18,Video,clips,DVsu-GrDN6C,https://www.instagram.com/p/DVsu-GrDN6C/,2026-03-10T09:30:00.000Z,"Experience a legacy passed down through three generations. Chef Prachi Agarkar brings you the authentic Maharashtrian flavors she learned from her mother, who learned them from her grandmother. 

From the “zanzanit” spice of Kolhapur to the soulful coastal recipes of Konkan, every dish is a piece of her history.

📍 Location: Barbeque Nation, Phoenix Marketcity, Kurla
📅 Date: 11th – 15th March, 2026

Savor the tradition before it’s gone!

Reserve a table now via the Barbeque Nation app or website! 

#barbequenation #foodpopup #chefprachiagarkar #maharashtra",416,9,16424,64935,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, chefprachiagarkar, maharashtra",,26-07-2026 11:49
3.84379E+18,Video,clips,DVX5yp6De_p,https://www.instagram.com/p/DVX5yp6De_p/,2026-03-02T07:22:15.000Z,"The ‘hmmmmm’ hits different after a hearty, unlimited feast.

(Barbeque Nation, Celebration, Togetherness, love, Unlimited, Grills, Buffet)",87,1,7845,44639,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.83902E+18,Video,clips,DVG8wYtkjzb,https://www.instagram.com/p/DVG8wYtkjzb/,2026-02-23T17:21:10.000Z,"They thought South Indian food was predictable.
Chef Rohit thought otherwise.

“South Indian cuisine has never been limited. It’s bold, layered and endlessly versatile — you just have to let it evolve.”

From crisp dosas layered with fiery chicken ghee roast to a tiramisu that surprised every table — this pop-up wasn’t about fusion for the sake of it. It was about breaking perception.

At Barbeque Nation, we’re proud to host experiences that challenge the stereotype and celebrate the true depth of regional Indian flavours.

If you were there, you witnessed it.
If you missed it — this is your sign to never underestimate South Indian cuisine again.

#DakshinExpress #SouthIndianFusion #BarbequeNation #ChefRohitGhosh",126,1,7667,30731,barbequenation,Barbeque Nation,506635909,,FALSE,,"DakshinExpress, SouthIndianFusion, BarbequeNation, ChefRohitGhosh",,26-07-2026 11:49
3.84318E+18,Video,clips,DVVtGVYEzx_,https://www.instagram.com/p/DVVtGVYEzx_/,2026-03-01T10:53:34.000Z,"What does it really take to build a brand that people don’t just dine at but genuinely connect with? 

In this episode of Iconic Brand Stories, Tina Garg sits down with a leader from Barbeque Nation to unpack the strategy behind one of India’s most loved dining experiences. From customer engagement and experiential retail to storytelling and brand consistency, discover how BBQ Nation has built loyalty beyond just food.

If you care about marketing, entrepreneurship, and building brands that create lasting impact, this conversation is packed with insights.

Full episode out now.

#IconicBrandStories #BarbequeNation #BrandBuilding #Entrepreneurship #MarketingStrategy RestaurantBranding IndianBrands FounderInsights",69,3,5119,29251,iconic.brand.stories,Iconic Brand Stories,73291221178,,FALSE,,"IconicBrandStories, BarbequeNation, BrandBuilding, Entrepreneurship, MarketingStrategy",,26-07-2026 11:49
3.83928E+18,Video,clips,DVH4VzPk6S-,https://www.instagram.com/p/DVH4VzPk6S-/,2026-02-24T02:00:41.000Z,"Experience the authentic flavours of Kashmiri Pandit cuisine with Chef Rajni Jinsi. ✨

From the crisp, spice-kissed richness of Mutton Kabargah, to the delicate saffron notes of Chaman Kaliya, and the comforting, home-style warmth of Bandh Patra — every dish is rooted in tradition and crafted with care.

Join us at Riwaayat-e-Kashmir at Crown Interiorz Mall

🗓️ 23rd – 27th February
📍 Crown Interiorz Mall, Faridabad

Come savour recipes that celebrate heritage, balance, and the true essence of Kashmiri Pandit cuisine.

#RiwaayateKashmir #ChefRajniJinsi #KashmiriCuisine #BarbequeNation #FaridabadEvents",71,20,5143,29200,barbequenation,Barbeque Nation,506635909,,FALSE,,"RiwaayateKashmir, ChefRajniJinsi, KashmiriCuisine, BarbequeNation, FaridabadEvents",,26-07-2026 11:49
3.83758E+18,Video,clips,DVB1UpqkijA,https://www.instagram.com/p/DVB1UpqkijA/,2026-02-21T17:39:19.000Z,"From the streets of Madras to the live grill 🔥
Chef Praveen Kumar brings Theeyil Thamizhan to Barbeque Nation — a fiery celebration of Tamil flavours, smoke-kissed spices, and stories served straight from the heart of the South.

This isn’t just a pop-up, it’s a culinary journey crafted exclusively for Chennai. 🌶️🍃

📍 Grand Square Mall, Chennai
📅 18th – 22nd February 2026

Come experience bold Tamil flavours, signature creations, and grills that speak the language of fire.

Book your table now on the Barbeque Nation app or website. 

#TheeyilThamizhan #BarbequeNation #ChennaiEvents #PopUpExperience",139,2,5329,25490,barbequenation,Barbeque Nation,506635909,,FALSE,,"TheeyilThamizhan, BarbequeNation, ChennaiEvents, PopUpExperience",,26-07-2026 11:49
3.84522E+18,Image,feed,DVc-VR0jJyo,https://www.instagram.com/p/DVc-VR0jJyo/,2026-03-04T06:41:16.000Z,"Splash into celebration mode 🍢✨ 
Where every plate is a burst of color and every bite feels like a party!

( Holi vibes, Holi, Barbeque Nation, BBQ dining, Colourful feast, Festival of flavours )",31,0,,,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.84304E+18,Video,clips,DVVPCNJDOZh,https://www.instagram.com/p/DVVPCNJDOZh/,2026-03-01T06:30:31.000Z,"At Barbeque Nation, every grill tells a story, every bite brings people closer, and every table turns into a celebration. Come, speak the flavour of fun.

(Barbeque Nation, Celebration, Togetherness, Unlimited, Buffet, Grill)",69,1,5080,26762,barbequenation,Barbeque Nation,506635909,,FALSE,,,,26-07-2026 11:49
3.8598E+18,Image,feed,DWQw2fBDaFb,https://www.instagram.com/p/DWQw2fBDaFb/,2026-03-24T09:28:10.000Z,"Scene set hai, table loaded hai… bas entry aapki baaki hai. 😎

#barbequenation #barbequevibes #dhurandhar2 #dhurandhartherevenge 

[mere bachche, dhurandhar2, dhurandhar]",675,22,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, barbequevibes, dhurandhar2, dhurandhartherevenge",,26-07-2026 11:49
3.84482E+18,Sidecar,carousel_container,DVbjF7ZjT3s,https://www.instagram.com/p/DVbjF7ZjT3s/,2026-03-03T17:20:07.000Z,"We’re bringing Maharashtra’s boldest flavours under one roof with Chef Prachi Agarkar, Times Best Female Food Creator 2025 — for a feast that’s coastal, fiery, and unapologetically authentic.

From spicy Kolhapuri favourites to rich Konkan curries, this limited-edition spread is a celebration of everything you love about Maharashtrian cuisine.

📍 Barbeque Nation, Phoenix Marketcity, Kurla
📅 11th – 15th March, 2026

Five days. Countless flavours. One epic feast at Barbeque Nation.

Tag your foodie gang and book your table now!

#KonkanToKolhapur #BarbequeNation #MaharashtrianFood #MumbaiFoodies #FoodFestival",370,17,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"KonkanToKolhapur, BarbequeNation, MaharashtrianFood, MumbaiFoodies, FoodFestival",,26-07-2026 11:49
3.85206E+18,Video,clips,DV1RK2ojTpr,https://www.instagram.com/p/DV1RK2ojTpr/,2026-03-13T17:05:01.000Z,"Can you see this crowd? Mumbai has fallen in love! 🌊🔥👯‍♀️

The response to Konkan to Kolhapur at Kurla has been absolutely overwhelming! From Chef Prachi Agarkar’s family recipes to the “super hit” flavors seen on MasterChef, everyone is here to grab a seat at this Maharashtrian feast.
 
Whether it’s the signature Thecha Paneer or the innovative Coconut Jaggery Parfait, the vibes are unmatched!

📍 Location: Barbeque Nation, Phoenix Marketcity, Kurla
📅 Only 2 Days Left! (Pop-up ends 15th March)

Savor the tradition before it’s gone!

Reserve a table now via the Barbeque Nation app or website.

#barbequenation #foodpopup #chefprachiagarkar #maharashtra",458,19,18290,61970,barbequenation,Barbeque Nation,506635909,,FALSE,,"barbequenation, foodpopup, chefprachiagarkar, maharashtra",,26-07-2026 11:49
3.84844E+18,Image,feed,DVoZ8OBDA-_,https://www.instagram.com/p/DVoZ8OBDA-_/,2026-03-08T17:14:32.000Z,"When the Nation grills, victory gets served 🇮🇳🔥

#teamindia🇮🇳 #barbequenation #t20worldcup2026 #bleedblue",102,3,,,barbequenation,Barbeque Nation,506635909,,FALSE,,"teamindia🇮🇳, barbequenation, t20worldcup2026, bleedblue",,26-07-2026 11:49
3.94389E+18,Video,clips,Da7hT0Eh_NV,https://www.instagram.com/p/Da7hT0Eh_NV/,2026-07-18T09:58:05.000Z,"Just 1 Day Left!

Your last chance to experience The Nawab's Table with Chef Aditya Sahu—an exclusive culinary showcase where Mughlai classics meet contemporary craftsmanship.

📍 Barbeque Nation, Fun Republic, Lokhandwala, Mumbai
📅 Ends Tomorrow | 19th July, 2026

Reserve your table now on the Barbeque Nation App or Website, or call 08069026720.

#BarbequeNation #Mumbai

Mumbai food festival | Mumbai chef pop up | Mughlai food Mumbai | Lokhandwala restaurants | Andheri West restaurants | Buffet in Mumbai | Unlimited buffet Mumbai",162,22,,38590,barbequenation,Barbeque Nation,506635909,,FALSE,,"BarbequeNation, Mumbai",,26-07-2026 11:49
3.9148E+18,Video,clips,DZUJid5Bt8O,https://www.instagram.com/p/DZUJid5Bt8O/,2026-06-08T06:29:01.000Z,"Only 2 Days Left, Lucknow!

Nawabo ke Shehar mein le aayi hoon Bihar Kitchens ka swaad — and the response has been incredible! 🤎🍲

Don't miss your chance to experience BHANSA, a celebration of Bihar's rich culinary heritage curated by the award-winning Chef Rachnaa Prasad.

From rustic home-style favourites to regional delicacies packed with flavour, every dish tells a story.

📍 Phoenix United Mall, Alambagh, Lucknow
📅 Till 9th June, 2026

Tag your foodie gang 👇 and book your table now on the Barbeque Nation app or website.

#Bhansa #BihariCuisine #Lucknow #BarbequeNation",171,6,7201,44351,barbequenation,Barbeque Nation,506635909,,FALSE,,"Bhansa, BihariCuisine, Lucknow, BarbequeNation",,26-07-2026 11:49
