url,type,productType,timestamp,caption,likesCount,commentsCount,videoViewCount,videoPlayCount,hashtags,mentions,locationName,total_engagement,post_date,post_day,post_hour,hashtag_count
https://www.instagram.com/p/DaSu0xohGyt/,Video,clips,2026-07-02 13:46:49+00:00,"Malai ki richness mein paan ka classic swaad, pesh karte hai - Malai Paan Mastana Kulfi! #MalaiPaan #Kulfi #BarbequeNation",64,0,3891,43883,"MalaiPaan, Kulfi, BarbequeNation",,,64,2026-07-02,Thursday,13,3
https://www.instagram.com/p/Dangv9HmG9I/,Sidecar,carousel_container,2026-07-10 15:27:29+00:00,"This July, pull up a chair at The Royal Bengal Table, where Chef Suraj Thapa brings Bengal's forgotten culinary treasures back to life—one heirloom recipe at a time. From royal kitchens to family heirlooms, every bite tells a story worth rediscovering. 📍 Barbeque Nation, Kukatpally, Hyderabad 📅 20th – 26th July, 2026 Reserve your table and taste the Bengal you've never known. #BengaliCuisine #Hyderabad #BarbequeNation",318,24,0,0,"BengaliCuisine, Hyderabad, BarbequeNation",,,342,2026-07-10,Friday,15,3
https://www.instagram.com/p/DakbfeDGLnf/,Sidecar,carousel_container,2026-07-09 10:43:50+00:00,"For the first time ever, the flavours of Southern India arrive at Barbeque Nation UAE. 🌴 Experience Aromas of Southern India, an exclusive chef takeover by Chef Kenneth Gopinath, the youngest contestant on MasterChef India 2023. Discover South Indian cuisine like you've never tasted before, every dish has been crafted to celebrate the richness of the South with a fresh perspective. 📍 Barbeque Nation, Al Barsha, Dubai 📅 20th–26th July, 2026 📞+971 4 872 3613 #BarbequeNation #BarbequeVibes #Dubai",211,21,0,0,"BarbequeNation, BarbequeVibes, Dubai",,,232,2026-07-09,Thursday,10,3
https://www.instagram.com/p/DaQJaHVBYtw/,Image,feed,2026-07-01 13:41:03+00:00,Turns out... social media managers don't always know what day it is. 🤦‍♀️ #SocialMediaDay #BetterLateThanNever #BarbequeNation,61,1,0,0,"SocialMediaDay, BetterLateThanNever, BarbequeNation",,,62,2026-07-01,Wednesday,13,3
https://www.instagram.com/p/Daez0M0BGml/,Image,feed,2026-07-07 06:20:59+00:00,Some points are earned. Some are brownie points. 😉 Because the sweetest rewards are always on the table at Barbeque Nation. ❤️🍽️ #WorldChocolateDay #BarbequeNation,90,2,0,0,"WorldChocolateDay, BarbequeNation",,,92,2026-07-07,Tuesday,6,2
https://www.instagram.com/p/DaLV-ZNBDa9/,Video,clips,2026-06-29 16:57:59+00:00,When every dish looks too good to skip... the answer is simple. Have it all! ❤️🔥 Book Your Table on the Barbeque Nation app or website. #BarbequeNation #FoodLovers #UnlimitedBuffet,248,9,14278,75536,"BarbequeNation, FoodLovers, UnlimitedBuffet",,,257,2026-06-29,Monday,16,3
https://www.instagram.com/p/DaxyyNpGOOZ/,Sidecar,carousel_container,2026-07-14 15:17:29+00:00,"When the rains arrive, so do the flavours we've all been craving. From spicy Misal to comforting monsoon favourites from across India, Chef Sadik Mullani brings the season to your plate—one delicious bite at a time. ❤️🍲 📍 Barbeque Nation, Deccan Mall, Pune 📅 21st – 27th July 2026 Reserve your table now on the Barbeque Nation App or Website. 08069026720 for reservations! #BarbequeNation #TasteOfMonsoon #Pune #MonsoonFood",462,50,0,0,"BarbequeNation, TasteOfMonsoon, Pune, MonsoonFood",,,512,2026-07-14,Tuesday,15,4
https://www.instagram.com/p/DaVcE9UMJG-/,Video,clips,2026-07-03 15:01:14+00:00,"Only 2 days left to experience the royal flavours of Magadh. ✨ Curated by Chef Shacchi Anand, this limited-time culinary journey brings the rich heritage and authentic flavours of Bihar straight to your table. Every dish has a story—come savour it before it's gone. 📍 Barbeque Nation, Vegas Mall, Dwarka, Delhi 📅 Till 5th July, 2026 Reserve your table now on the Barbeque Nation app or website. #BarbequeNation #Magadh #BiharFood",332,8,9671,58306,"BarbequeNation, Magadh, BiharFood",,,340,2026-07-03,Friday,15,3
https://www.instagram.com/p/DaF37zchPiB/,Video,clips,2026-06-27 13:56:41+00:00,"This July, embark on a culinary journey through the rich flavours of Magadh, thoughtfully curated by Chef Shacchi Anand. 📍 Barbeque Nation, Vegas Mall, Dwarka 📅 1st - 5th July, 2026 Come hungry for authentic Bihari delicacies, regional favourites, and an unlimited buffet experience unlike any other. Reserve your table on the Barbeque Nation app or website. Bihari Food | Magadh Cuisine | Regional Delicacies | Food Festival | Unlimited Buffet #Delhi #Dwarka #Magadh #BihariFood #BarbequeNation",277,6,8113,61566,"Delhi, Dwarka, Magadh, BihariFood, BarbequeNation",,,283,2026-06-27,Saturday,13,5
https://www.instagram.com/p/DaGGI3_hkK7/,Video,clips,2026-06-27 16:03:09+00:00,Our kind of superpower? Never saying no to great food. 💪😉 Book Your Table on the Barbeque Nation app or website. #BarbequeNation #FoodLovers #UnlimitedBuffet,242,10,13602,69398,"BarbequeNation, FoodLovers, UnlimitedBuffet",,,252,2026-06-27,Saturday,16,3
https://www.instagram.com/p/DaLMSjfhkfj/,Video,clips,2026-06-29 15:31:06+00:00,"The flavours of Magadh are here, and every dish has a story to tell. Curated by Chef Shacchi Anand, this is your chance to experience a culinary journey inspired by the heart of Bihar. 📍 Barbeque Nation, Vegas Mall, Dwarka, Delhi 📅 1st - 5th July, 2026 Reserve your table on the Barbeque Nation app or website. #Delhi #Dwarka #Magadh #BarbequeNation",103,3,6073,49375,"Delhi, Dwarka, Magadh, BarbequeNation",,,106,2026-06-29,Monday,15,4
https://www.instagram.com/p/DZ_1869mHQ_/,Sidecar,carousel_container,2026-06-25 05:43:08+00:00,"Every dish has a story. These ones come straight from the Konkan coast. From rich Mutton Sagoti and comforting Goan Poi to the iconic Goan Fish Curry, discover the authentic flavours of Goa and Konkan, crafted for a limited-time culinary journey. Book your table now on the Barbeque Nation app or website. #BarbequeNation #BarbequeVibes #WhereKonkanMeetsGoa #GoanCuisine #KonkanCuisine",129,10,0,0,"BarbequeNation, BarbequeVibes, WhereKonkanMeetsGoa, GoanCuisine, KonkanCuisine",,,139,2026-06-25,Thursday,5,5
https://www.instagram.com/p/DaA5TFVmDIF/,Sidecar,carousel_container,2026-06-25 15:31:37+00:00,"For five days only, Chef Shacchi Anand brings the rich culinary heritage of Magadh to Barbeque Nation with authentic recipes, regional flavours, and dishes that celebrate the heart of Bihar. From age-old family recipes to flavours that have travelled through generations, discover a dining experience that's as soulful as it is delicious. 📍 Vegas Mall, Dwarka 📅 1st - 5th July, 2026 Seats are limited. Book your table now on the Barbeque Nation app or website and be part of this culinary journey. #BarbequeNation #BarbequeVibes #FlavoursOfMagadh #BiharFood",89,2,0,0,"BarbequeNation, BarbequeVibes, FlavoursOfMagadh, BiharFood",,,91,2026-06-25,Thursday,15,4
https://www.instagram.com/p/DaFJQADhjVo/,Video,clips,2026-06-27 07:09:32+00:00,"Gurugram, we're here yet again! 🎉🔥 We're excited to welcome you to our Barbeque Nation outlet in Gurugram, now open at: 📍 Ground Floor, MGF Metropolitan Mall, MG Road, Sector 25, Gurugram See you at the grill! ❤️ #BarbequeNation #Gurugram #NewStore #NewLaunch #BarbequeVibes",187,4,10726,59040,"BarbequeNation, Gurugram, NewStore, NewLaunch, BarbequeVibes",,,191,2026-06-27,Saturday,7,5
https://www.instagram.com/p/DaDgGAUhBBa/,Video,clips,2026-06-26 15:50:30+00:00,Some signs are just too delicious to ignore😋🔥 #Grills #Cravings #BarbequeNation,118,3,13555,77034,"Grills, Cravings, BarbequeNation",,,121,2026-06-26,Friday,15,3
https://www.instagram.com/p/DZ9w1ibBbLt/,Image,feed,2026-06-24 10:20:00+00:00,Muskurane ki wajah aane wala hai.... Coming soon!! #BarbequeNation #MoreSmilesComingSoon #StayTuned,42,1,0,0,"BarbequeNation, MoreSmilesComingSoon, StayTuned",,,43,2026-06-24,Wednesday,10,3
https://www.instagram.com/p/DZ-CuE7hJ27/,Video,clips,2026-06-24 12:58:28+00:00,"Join Celebrity Chef Anish Deshmukh as he decodes the language, flavours, and stories behind the rich culinary heritage of the Konkan coast. 🍛✨ 📍 Barbeque Nation, Atria Worli Mall, Mumbai 📅 25th - 29th June 2026 #KonkanCuisine #KonkanCoast #BarbequeNation #MumbaiFoodies #FoodFestival",286,40,6102,38610,"KonkanCuisine, KonkanCoast, BarbequeNation, MumbaiFoodies, FoodFestival",,,326,2026-06-24,Wednesday,12,5
https://www.instagram.com/p/DZ7bXpihP2W/,Video,clips,2026-06-23 12:35:17+00:00,"From the misty hills of the Northeast to your plate in Bengaluru. 🌄🍽️ Join Chef Nambie Marak as she brings the bold, soulful flavours of the Seven Sisters to Barbeque Nation. A limited-time culinary journey packed with authentic recipes, local ingredients, and stories from the region. 📍 JP Nagar, Bengaluru 📅 24th–28th June 2026 Book your table on the Barbeque Nation app or website. #NorthEastIndia #Bengaluru #Arunachal #Meghalaya #BarbequeNation",290,6,8545,53069,"NorthEastIndia, Bengaluru, Arunachal, Meghalaya, BarbequeNation",,,296,2026-06-23,Tuesday,12,5
https://www.instagram.com/p/DZ1e-XRGFRJ/,Sidecar,carousel_container,2026-06-21 05:09:57+00:00,Finding balance? ✔️ Finding happiness? ✔️ Finding that one extra piece on your plate? ✔️✔️✔️ Welcome to The Art Of Inner Piece. #YogaDay #TheArtOfInnerPiece #BarbequeNation,73,0,0,0,"YogaDay, TheArtOfInnerPiece, BarbequeNation",,,73,2026-06-21,Sunday,5,3
https://www.instagram.com/p/DZ2p5eJGH_O/,Sidecar,carousel_container,2026-06-21 16:04:39+00:00,The crackle of a grill. The simmer of mom's mutton curry. The laughter around a biryani. Some of the best music you'll ever hear isn't played. It's shared around a table. Happy World Music Day. ❤️🎶 #WorldMusicDay #BarbequeNation #SoundsLikeHome,100,5,0,0,"WorldMusicDay, BarbequeNation, SoundsLikeHome",,,105,2026-06-21,Sunday,16,3
https://www.instagram.com/p/DaAKg6ghNlx/,Video,clips,2026-06-25 08:48:06+00:00,"From the misty hills of Northeast India come flavours that tell stories of tradition, heritage, and community. Welcome to Taste of the Seven Sisters, a specially curated culinary journey by Chef Nambie Marak, celebrating the rich and diverse cuisines of the Northeast. 📍 Barbeque Nation, JP Nagar, Bengaluru 📅 24th - 28th June, 2026 Book your table now on the Barbeque Nation app or website. ✨ #TasteOfTheSevenSisters #BarbequeNation #NorthEastCuisine #Bengaluru",921,28,12089,63005,"TasteOfTheSevenSisters, BarbequeNation, NorthEastCuisine, Bengaluru",,,949,2026-06-25,Thursday,8,4
https://www.instagram.com/p/DZzo4Bxh8NL/,Image,feed,2026-06-20 11:58:02+00:00,RESULT ANNOUNCEMENT! THE ROAST-OFF IS OVER Hundreds of dad jokes. Countless dad roasts. But only a few could take home the win. Congratulations to our winners! Keep a lookout on your DMs today for details on enjoying the ultimate family feast tomorrow. #BaapOfGrills #BarbequeNation #FathersDay,109,40,0,0,"BaapOfGrills, BarbequeNation, FathersDay",,,149,2026-06-20,Saturday,11,3
https://www.instagram.com/p/DaCkssphNgq/,Video,clips,2026-06-26 07:22:31+00:00,This will bring a hugeeee smile to your face :),30,2,3769,40723,,,,32,2026-06-26,Friday,7,0
https://www.instagram.com/p/DZz6jRbtpNv/,Video,clips,2026-06-20 14:33:19+00:00,"Meet Chef Manikandan, the culinary force behind Dum-e-Karam. Drawing inspiration from generations of home kitchens and regional traditions, Chef Manikandan brings together bold spices, slow-cooked delicacies, and authentic flavours that tell a story with every bite. Join us as he takes you through the inspiration behind this special pop-up and the dishes that make Andhra and Hyderabadi cuisine truly unforgettable. 📍 Barbeque Nation, Porur, Chennai 📅 Only till 21st June, 2026 Book your table on the Barbeque Nation app or website. #Chennai #BarbequeNation #Andhra #Hyderabadi",255,7,10600,52684,"Chennai, BarbequeNation, Andhra, Hyderabadi",,,262,2026-06-20,Saturday,14,4
https://www.instagram.com/p/DZ7fuVMmESE/,Sidecar,carousel_container,2026-06-23 13:11:57+00:00,"From the hills of the Northeast to the grills of Bengaluru. 🌄✨ Swipe through a spread inspired by the Seven Sisters, curated by Chef Nambie Marak. From cherished regional recipes to ingredients native to the Northeast, every dish brings a taste of a culture rich in flavour and tradition. 📍 JP Nagar, Bengaluru 📅 24th–28th June 2026 Book your table on the Barbeque Nation app or website. #NorthEastIndia #Bengaluru #SevenSisters #BarbequeNation",224,9,0,0,"NorthEastIndia, Bengaluru, SevenSisters, BarbequeNation",,,233,2026-06-23,Tuesday,13,4
https://www.instagram.com/p/DZuvIfMmPNb/,Sidecar,carousel_container,2026-06-18 14:16:28+00:00,"#CONTESTALERT *PLEASE NOTE: CONTEST RESULTS HAVE BEEN POSTED* Tell us your dad' best roast! Results will be announced on 20th June 2026 5:00 PM IST Winners will be selected through a random online raffle from all eligible entries. Good luck, and may the best roast win! *T&C Apply #BaapOfGrills #BarbequeNation #FathersDay",749,916,0,0,"CONTESTALERT, BaapOfGrills, BarbequeNation, FathersDay",,,1665,2026-06-18,Thursday,14,4
https://www.instagram.com/p/DaH_p7ABw6r/,Video,clips,2026-06-28 09:42:46+00:00,"Just 2 days left to savour the flavours of the Konkan coast. 🌊 From the rich, comforting Mutton Sagoti and freshly baked Goan Poi to the iconic Goan Fish Curry, this limited-time culinary journey is almost at its final stop. If Goa has been on your mind, this is your sign to experience its authentic flavours—right here at Barbeque Nation. 📅 Only 2 days remaining. Book your table now on the Barbeque Nation app or website. #BarbequeNation #BarbequeVibes #WhereKonkanMeetsGoa",465,35,20615,79089,"BarbequeNation, BarbequeVibes, WhereKonkanMeetsGoa",,,500,2026-06-28,Sunday,9,3
https://www.instagram.com/p/DZ4JpoxBx_V/,Video,clips,2026-06-22 06:02:33+00:00,"This June, travel down the coast through the vibrant flavours of Talkonkan, curated by Celebrity Chef Anish Deshmukh. 📍 Barbeque Nation, Atria Worli Mall, Mumbai 📅 25th – 29th June, 2026 Come hungry for authentic Konkan cuisine, Goan food favourites, seafood specials, regional delicacies and an unlimited buffet experience unlike any other. Reserve your table on the Barbeque Nation app or website. Konkan Food | Goan Cuisine | Coastal Cuisine | Seafood Festival | Mumbai Food Festival | Unlimited Buffet #Mumbai #Goan #KonkanCoast #Goa #BarbequeNation",711,97,22896,81095,"Mumbai, Goan, KonkanCoast, Goa, BarbequeNation",,,808,2026-06-22,Monday,6,5
https://www.instagram.com/p/DaARJQdBpAl/,Image,feed,2026-06-25 09:40:48+00:00,"Aur bhi muskurahat, aur bhi sizzle! 😋🔥 Bas thoda sa intezaar... kuch khaas aapke liye aa raha hai. Coming Soon❤️ #BarbequeNation #BarbequeVibes #StayTuned",112,11,0,0,"BarbequeNation, BarbequeVibes, StayTuned",,,123,2026-06-25,Thursday,9,3
https://www.instagram.com/p/DZ2EBi6hnZd/,Video,clips,2026-06-21 10:35:02+00:00,"Ab baap toh baap hota hai, main character energy with a side serving of roasts! #BaapOfGrills #FathersDay #BarbequeNation",82,3,5112,44150,"BaapOfGrills, FathersDay, BarbequeNation",,,85,2026-06-21,Sunday,10,3
https://www.instagram.com/p/DZrrxaDB6Kd/,Video,clips,2026-06-17 09:51:27+00:00,"Dekho sab log, Sneha aur humare social media ke liye kya kya karna pad raha hai. #Sneha #SocialMedia #BarbequeNation",316,11,16905,67079,"Sneha, SocialMedia, BarbequeNation",,,327,2026-06-17,Wednesday,9,3
https://www.instagram.com/p/DZr2EHjmEGs/,Sidecar,carousel_container,2026-06-17 11:19:19+00:00,"This June, travel down the coast through the vibrant flavours of Talkonkan, curated by Celebrity Chef Anish Deshmukh. From coastal spices and coconut-rich delicacies to recipes inspired by generations of culinary heritage, every dish tells a story of the Western shoreline. 📍 Barbeque Nation, Atria Worli Mall, Mumbai 📅 25th – 29th June, 2026 Come hungry for authentic Konkan cuisine, Goan food favourites, seafood specials, regional delicacies and an unlimited buffet experience unlike any other. Reserve your table on the Barbeque Nation app or website. Konkan Food | Goan Cuisine | Coastal Cuisine | Seafood Festival | Mumbai Food Festival | Unlimited Buffet #Mumbai #Goan #KonkanCoast #Goa #BarbequeNation",259,106,0,0,"Mumbai, Goan, KonkanCoast, Goa, BarbequeNation",,,365,2026-06-17,Wednesday,11,5
https://www.instagram.com/p/DZZ5N_jGMRQ/,Sidecar,carousel_container,2026-06-10 12:00:33+00:00,"But the ones shaped by generations of flavour always do. This June, immerse yourself in the rich culinary traditions of Andhra and Hyderabad, where bold spices, slow-cooked recipes, and timeless techniques come together on every plate. Welcome to Dum-e-Karam — a celebration of regional heritage, curated by Chef Manikandan, MasterChef India Tamil Top 5. 📍 Barbeque Nation, Porur, Chennai 📅 17th–21st June, 2026 Book your table on Barbeque Nation app or website. #Chennai #BarbequeNation #Andhra #Hyderabad",125,1,0,0,"Chennai, BarbequeNation, Andhra, Hyderabad",,,126,2026-06-10,Wednesday,12,4
https://www.instagram.com/p/DZuHA1ChtN9/,Video,clips,2026-06-18 08:28:04+00:00,Wapas kab grill karne milega? ☹️ #BaapOfGrills #FathersDay #BarbequeNation,175,7,11031,67826,"BaapOfGrills, FathersDay, BarbequeNation",,,182,2026-06-18,Thursday,8,3
https://www.instagram.com/p/DZZkxRDh4qf/,Image,feed,2026-06-10 09:01:54+00:00,Have you w̶a̶t̶c̶h̶e̶d̶ tried it yet? #Obsession #BarbequeNation,360,18,0,0,"Obsession, BarbequeNation",,,378,2026-06-10,Wednesday,9,2
https://www.instagram.com/p/DZt7pYRBTdr/,Video,clips,2026-06-18 06:48:00+00:00,"Meet Chef Manikandan, the culinary force behind Dum-e-Karam. Drawing inspiration from generations of home kitchens and regional traditions, Chef Manikandan brings together bold spices, slow-cooked delicacies, and authentic flavours that tell a story with every bite. Join us as he takes you through the inspiration behind this special pop-up and the dishes that make Andhra and Hyderabadi cuisine truly unforgettable. 📍 Barbeque Nation, Porur, Chennai 📅 17th–21st June, 2026 Book your table on the Barbeque Nation app or website. #Chennai #BarbequeNation #Andhra #Hyderabadi",297,9,12163,55474,"Chennai, BarbequeNation, Andhra, Hyderabadi",,,306,2026-06-18,Thursday,6,4
https://www.instagram.com/p/DZXv9f8B233/,Video,clips,2026-06-09 16:01:56+00:00,"When Sneha says it's reel time, the crew has no choice but to join in 💃✨ #Sneha #OrpheliaChallenge #BarbequeNation",332,14,13608,59926,"Sneha, OrpheliaChallenge, BarbequeNation",,,346,2026-06-09,Tuesday,16,3
https://www.instagram.com/p/DZpzqp1DY_m/,Sidecar,carousel_container,2026-06-16 16:19:53+00:00,"Because the best gatherings aren't built around one dish. They're built around abundance. Welcome to the महफ़िल of flavours, where every plate brings something new to the conversation. 📍Gather your people. Bring your appetite. Book your table now on the Barbeque Nation app or website. #BarbequeNation #MehfilOfFlavours",164,2,0,0,"BarbequeNation, MehfilOfFlavours",,,166,2026-06-16,Tuesday,16,2
https://www.instagram.com/p/DaDAufbhl6T/,Video,clips,2026-06-26 11:16:20+00:00,"This July, discover the rich culinary heritage of Bihar with the soulful flavours of Magadh, curated by Chef Shacchi Anand. ❤️ 📍 Barbeque Nation, Vegas Mall, Dwarka 📅 1st-5th July, 2026 Come hungry for authentic Bihari delicacies, traditional recipes, regional favourites and an unlimited buffet experience unlike any other. Reserve your table on the Barbeque Nation app or website. Bihar Food | Magadh Cuisine | Bihari Delicacies | Regional Food Festival | Delhi Food Festival | Unlimited Buffet #Delhi #Dwarka #Bihar #BarbequeNation #FlavoursOfMagadh",269,10,21279,79014,"Delhi, Dwarka, Bihar, BarbequeNation, FlavoursOfMagadh",,,279,2026-06-26,Friday,11,5
https://www.instagram.com/p/DYzq6auGAIG/,Sidecar,carousel_container,2026-05-26 15:44:24+00:00,"Mitti ki khushboo. Bihar ka dil. A feast with a story. 🌾🔥 This June, Barbeque Nation brings Bhansa — a heartfelt tribute to Bihar’s timeless flavours, curated by award-winning Bihari cuisine expert Chef Rachna Prasad. From forgotten heirloom recipes to bold, soul-satisfying classics, this is Bihar served with pride. ❤️ 📍 Phoenix United Mall, Alambagh, Lucknow 📅 5th–9th June 2026 Book you table today on the Barbeque Nation app or website. #Bhansa #BihariCuisine #BarbequeNation #Lucknow",122,0,0,0,"Bhansa, BihariCuisine, BarbequeNation, Lucknow",,,122,2026-05-26,Tuesday,15,4
https://www.instagram.com/p/DY3szE8hZma/,Video,clips,2026-05-28 05:20:00+00:00,"June is about to taste different 🔥 Something exciting is hitting your city—bold flavours, fresh cuisines, and chefs you’ll definitely want to keep an eye on 👀🍢 👩‍🍳 Chef Rachnaa Prasad — Lucknow 👨‍🍳 Chef ManiKandan — Chennai 👩‍🍳 Chef Nambie Jessica Marak — Bengaluru 👨‍🍳 Dr. Saurabh Sharma — Pune From Lucknow to Chennai, Bengaluru to Pune, we’re bringing together barbecue vibes and must-try culinary experiences that are anything but ordinary. Get ready to discover, indulge, and keep coming back for more. 📍 Coming soon to your city Book your table on the Barbeque Nation app or website. #BarbequeNation #BarbequeVibes #ComingSoon",183,4,7015,54473,"BarbequeNation, BarbequeVibes, ComingSoon",,,187,2026-05-28,Thursday,5,3
https://www.instagram.com/p/DZkhg9MNBgs/,Video,clips,2026-06-14 15:05:11+00:00,"Meet Chef Manikandan, the culinary force behind Dum-e-Karam. Drawing inspiration from generations of home kitchens and regional traditions, Chef Manikandan brings together bold spices, slow-cooked delicacies, and authentic flavours that tell a story with every bite. Join us as he takes you through the inspiration behind this special pop-up and the dishes that make Andhra and Hyderabadi cuisine truly unforgettable. 📍 Barbeque Nation, Porur, Chennai 📅 17th–21st June, 2026 Book your table on the Barbeque Nation app or website. ##Chennai #BarbequeNation #Andhra #Hyderabadi",683,18,22516,84783,"#Chennai, BarbequeNation, Andhra, Hyderabadi",,,701,2026-06-14,Sunday,15,4
